#name: S.cerevisiae - Whole organism, SC (PeptideAtlas,March,2013)
#score: 22.02
#weight: 90%
#description: abundance based on Spectral counting, from<a href="http://www.peptideatlas.org/builds/" target="_blank">PeptideAtlas,March,2013</a><br/><b>Interaction consistency score</b>: 22.02&nbsp<b>Coverage</b>: 72
#organ: WHOLE_ORGANISM
#integrated: false
#coverage: 72
#publication_year: 2013
#filename: 4932-PA_201303.txt
#
#internal_id	string_external_id	abundance	raw_spectral_count
629238	4932.YBR177C	158	762
631959	4932.YIL140W	2.1	20
633163	4932.YLR268W	54.1	155
634527	4932.YOR011W	0.392	9
632207	4932.YJL155C	6.0	28
633086	4932.YLR197W	822	4666
635261	4932.YPR023C	24.3	110
628802	4932.YAL008W	6.26	16
634282	4932.YNR028W	2.71	12
633654	4932.YMR111C	3.89	19
629327	4932.YBR255W	0.518	5
632170	4932.YJL122W	81.6	102
628861	4932.YAL056W	0.453	4
631318	4932.YGR148C	4076	2514
632406	4932.YJR122W	3.22	21
632258	4932.YJL204C	1.38	11
634005	4932.YNL103W	13.7	77
635088	4932.YPL144W	5.09	8
629166	4932.YBR111W-A	28.4	31
633893	4932.YMR323W	9.87	257
629194	4932.YBR135W	44.0	71
633125	4932.YLR233C	4.78	41
629220	4932.YBR160W	70.3	228
629811	4932.YDL238C	2.09	15
632130	4932.YJL082W	8.76	72
631548	4932.YHR007C	128	995
631621	4932.YHR067W	0.189	1
635138	4932.YPL191C	0.696	2
632655	4932.YKL190W	68.4	154
630974	4932.YGL084C	4.73	45
630160	4932.YDR312W	13.3	115
633251	4932.YLR348C	20.8	55
632530	4932.YKL074C	4.16	28
634323	4932.YNR067C	48.6	492
634059	4932.YNL152W	2.34	12
633288	4932.YLR382C	1.6	19
632409	4932.YJR125C	59.8	195
632554	4932.YKL096W-A	2.26	1
630796	4932.YFL045C	717	2491
630753	4932.YFL010C	183	304
629974	4932.YDR141C	10.6	245
632181	4932.YJL131C	9.25	19
629742	4932.YDL170W	4.05	23
629172	4932.YBR117C	13.4	121
632311	4932.YJR028W	46.8	7632
632192	4932.YJL140W	104	219
633108	4932.YLR219W	4.89	37
635050	4932.YPL108W	0.604	1
630827	4932.YFR008W	5.08	11
629913	4932.YDR083W	20.7	72
633543	4932.YMR009W	27.3	59
634646	4932.YOR123C	18.2	92
632232	4932.YJL179W	67.1	67
630108	4932.YDR261W-A	2.34	207
633972	4932.YNL072W	2.38	11
630217	4932.YDR363W	0.834	3
630770	4932.YFL021W	28.2	117
632273	4932.YJL219W	0.417	13
630165	4932.YDR316W-A	44.5	7543
633266	4932.YLR362W	2.5	23
632539	4932.YKL083W	0.786	1
633845	4932.YMR283C	0.181	1
634597	4932.YOR074C	37.7	173
634964	4932.YPL024W	0.242	1
632594	4932.YKL134C	4.01	37
629920	4932.YDR090C	0.332	1
631925	4932.YIL108W	19.2	178
635111	4932.YPL166W	0.191	1
633109	4932.YLR220W	15.9	63
629345	4932.YBR273C	13.6	56
630824	4932.YFR005C	1.11	6
631278	4932.YGR111W	6.16	29
630627	4932.YER093C-A	1.49	3
628823	4932.YAL026C	6.26	90
634371	4932.YOL034W	0.649	7
633291	4932.YLR385C	6.82	12
632420	4932.YJR135W-A	50.4	73
630765	4932.YFL017W-A	4.0	4
630877	4932.YFR050C	92.5	294
628925	4932.YBL008W	3.4	37
633360	4932.YLR447C	221	1221
631131	4932.YGL237C	5.05	8
634397	4932.YOL058W	1841	5815
631874	4932.YIL062C	133	263
629841	4932.YDR016C	77.1	49
634286	4932.YNR032C-A	33.5	42
634501	4932.YOL156W	0.417	13
628890	4932.YAR019C	7.97	127
630147	4932.YDR299W	22.5	164
634461	4932.YOL116W	7.29	27
632201	4932.YJL149W	0.256	2
633527	4932.YML129C	52.2	45
631151	4932.YGL257C	0.64	3
630035	4932.YDR196C	11.0	25
629269	4932.YBR202W	12.1	123
631663	4932.YHR101C	18.4	64
634147	4932.YNL239W	108	699
629352	4932.YBR280C	0.476	5
634287	4932.YNR032W	1.32	10
634301	4932.YNR045W	0.126	1
633502	4932.YML105C	89.7	216
634344	4932.YOL010W	16.0	99
632838	4932.YLL040C	8.46	285
631905	4932.YIL091C	10.7	81
634859	4932.YOR322C	4.01	33
629256	4932.YBR193C	21.0	35
635046	4932.YPL104W	1.81	12
633136	4932.YLR244C	219	1171
628851	4932.YAL046C	10.5	15
633145	4932.YLR253W	2.57	16
628842	4932.YAL039C	7.26	16
634272	4932.YNR018W	13.3	32
633899	4932.YNL003C	4.32	17
629758	4932.YDL185W	717	9959
630874	4932.YFR047C	24.3	81
631265	4932.YGR100W	3.61	46
631923	4932.YIL106W	6.18	35
634148	4932.YNL240C	4.71	25
629219	4932.YBR159W	223	803
630219	4932.YDR364C	0.138	1
633525	4932.YML127W	46.0	326
630265	4932.YDR404C	40.1	118
633077	4932.YLR188W	8.69	47
631249	4932.YGR084C	30.2	137
633255	4932.YLR352W	7.16	81
630840	4932.YFR018C	0.366	2
629118	4932.YBR069C	3.25	28
631188	4932.YGR028W	3.06	12
631707	4932.YHR141C	875	324
633258	4932.YLR355C	3156	13250
632393	4932.YJR110W	0.373	4
631048	4932.YGL157W	146	782
635071	4932.YPL128C	28.7	174
632375	4932.YJR093C	21.8	86
631297	4932.YGR128C	74.2	623
634432	4932.YOL090W	40.9	520
633199	4932.YLR300W	193	1089
628917	4932.YBL003C	1126	1857
632425	4932.YJR140C	0.472	9
632378	4932.YJR095W	2.51	11
634275	4932.YNR021W	91.7	598
633714	4932.YMR164C	0.089	1
635008	4932.YPL067C	10.9	39
630240	4932.YDR380W	86.1	692
630990	4932.YGL100W	21.3	88
629147	4932.YBR094W	6.89	85
631674	4932.YHR112C	33.9	138
632651	4932.YKL186C	22.4	52
634261	4932.YNR007C	4.67	19
631211	4932.YGR047C	9.53	137
633781	4932.YMR224C	1.66	10
630348	4932.YDR485C	5.34	46
632879	4932.YLR011W	0.481	2
631854	4932.YIL044C	34.7	83
635187	4932.YPL239W	131	426
634105	4932.YNL197C	9.16	50
635437	4932.YPR183W	637	1991
634738	4932.YOR206W	67.5	485
629637	4932.YDL073W	0.567	4
628963	4932.YBL042C	1.15	10
633993	4932.YNL093W	3.71	35
629500	4932.YCR046C	16.4	25
634934	4932.YOR391C	0.952	14
630393	4932.YDR525W-A	7.59	14
629041	4932.YBL111C	0.486	57
632944	4932.YLR075W	9708	7673
629100	4932.YBR054W	202	735
629888	4932.YDR059C	85.7	207
635172	4932.YPL224C	0.488	3
633008	4932.YLR137W	0.853	6
630421	4932.YEL007W	28.2	74
632888	4932.YLR020C	1.72	14
634125	4932.YNL217W	1.24	7
632667	4932.YKL204W	26.6	149
633311	4932.YLR404W	1.3	3
630376	4932.YDR512C	1.33	3
629149	4932.YBR096W	97.5	249
634578	4932.YOR058C	0.08	1
635196	4932.YPL248C	52.9	647
630399	4932.YDR531W	16.7	75
631818	4932.YIL013C	0.011	1
633381	4932.YLR466W	0.295	78
634798	4932.YOR266W	1.49	6
635153	4932.YPL206C	20.0	80
629624	4932.YDL060W	61.6	405
632870	4932.YLR002C	19.3	178
630171	4932.YDR320C-A	7.84	11
630283	4932.YDR421W	0.547	7
631363	4932.YGR186W	36.0	184
632022	4932.YIR022W	42.5	84
632540	4932.YKL084W	0.745	2
634308	4932.YNR052C	7.31	39
631177	4932.YGR019W	54.0	352
633802	4932.YMR243C	56.8	205
630454	4932.YEL032W	12.7	147
634414	4932.YOL076W	19.8	179
630684	4932.YER145C	21.0	81
630644	4932.YER110C	481	6600
631685	4932.YHR123W	4.76	11
634116	4932.YNL208W	469	1233
629847	4932.YDR022C	1.39	5
635218	4932.YPL266W	39.4	136
633562	4932.YMR026C	4.06	26
631777	4932.YHR203C	3340	9543
634839	4932.YOR304W	15.5	231
633350	4932.YLR438C-A	33.9	38
634603	4932.YOR080W	7.31	65
631492	4932.YHL010C	1.54	11
631360	4932.YGR183C	22.4	14
630715	4932.YER169W	6.48	56
634352	4932.YOL016C	19.9	92
634758	4932.YOR226C	11.7	23
631135	4932.YGL241W	6.95	91
634185	4932.YNL277W	4.18	28
632978	4932.YLR108C	2.77	13
633121	4932.YLR229C	200	388
634094	4932.YNL186W	4.73	38
629108	4932.YBR059C	12.0	155
633578	4932.YMR040W	1.99	4
635430	4932.YPR176C	0.867	4
628985	4932.YBL063W	0.235	3
632696	4932.YKR008W	32.8	299
629957	4932.YDR123C	18.5	34
633693	4932.YMR146C	352	1729
635262	4932.YPR024W	42.4	344
630069	4932.YDR226W	1810	3561
631792	4932.YHR214C-C	51.6	7436
631791	4932.YHR214C-B	15.3	9226
632753	4932.YKR064W	1.27	13
632966	4932.YLR097C	44.9	177
629512	4932.YCR060W	31.5	40
635030	4932.YPL089C	2.55	12
633337	4932.YLR426W	0.746	4
631457	4932.YGR277C	19.2	89
630517	4932.YER009W	425	669
629724	4932.YDL155W	1.52	10
633551	4932.YMR015C	58.6	508
629708	4932.YDL139C	2.07	4
630089	4932.YDR246W	6.9	20
634820	4932.YOR288C	14.9	48
633051	4932.YLR163C	20.9	85
629480	4932.YCR028C	0.103	1
632985	4932.YLR115W	2.36	28
633443	4932.YML054C	13.9	76
633068	4932.YLR179C	705	1749
630902	4932.YGL014W	22.5	149
632848	4932.YLL050C	943	2121
633718	4932.YMR168C	2.09	17
631942	4932.YIL124W	103	374
630006	4932.YDR171W	103	280
632601	4932.YKL140W	11.0	100
632833	4932.YLL035W	0.444	4
633818	4932.YMR258C	2.49	14
630515	4932.YER007W	0.238	2
634664	4932.YOR141C	23.0	251
630538	4932.YER027C	62.7	154
630713	4932.YER167W	2.09	15
629575	4932.YDL013W	13.7	94
629035	4932.YBL106C	0.134	2
633646	4932.YMR104C	20.2	216
630934	4932.YGL044C	16.5	33
630641	4932.YER107C	21.0	91
629768	4932.YDL195W	209	2810
634107	4932.YNL199C	11.5	48
632294	4932.YJR011C	0.998	4
629949	4932.YDR117C	15.4	85
631462	4932.YGR282C	677	1874
629478	4932.YCR026C	0.822	7
628973	4932.YBL052C	0.096	1
629109	4932.YBR060C	0.616	7
629763	4932.YDL190C	20.1	225
630470	4932.YEL047C	290	1585
635274	4932.YPR036W	278	1722
632681	4932.YKL218C	41.0	191
635253	4932.YPR016C	162	419
634228	4932.YNL317W	5.27	26
632816	4932.YLL019C	5.46	52
634740	4932.YOR208W	0.114	1
629897	4932.YDR068W	26.2	98
630916	4932.YGL028C	32.2	83
633313	4932.YLR406C	2466	3411
629492	4932.YCR039C	0.112	1
634681	4932.YOR156C	0.087	1
630466	4932.YEL043W	3.07	31
633393	4932.YML009C	13.8	3
633238	4932.YLR337C	28.0	149
633464	4932.YML072C	90.7	1583
631602	4932.YHR052W	181	556
629975	4932.YDR142C	1.9	10
634722	4932.YOR192C-A	2.31	205
632714	4932.YKR026C	28.8	116
630795	4932.YFL044C	12.1	40
635215	4932.YPL263C	50.3	276
632470	4932.YKL019W	5.76	17
632180	4932.YJL130C	444	11910
632126	4932.YJL078C	0.253	3
632514	4932.YKL060C	18003	80505
629010	4932.YBL085W	3.19	30
632637	4932.YKL173W	6.08	69
631377	4932.YGR200C	32.7	380
629497	4932.YCR044C	6.76	15
633289	4932.YLR383W	0.337	4
629749	4932.YDL177C	3.94	7
631945	4932.YIL127C	31.2	41
630201	4932.YDR348C	17.8	106
633275	4932.YLR369W	4.98	105
633973	4932.YNL073W	2.03	12
630333	4932.YDR469W	29.1	67
630186	4932.YDR333C	6.23	42
630940	4932.YGL051W	2.94	6
632504	4932.YKL051W	5.99	23
633547	4932.YMR013C	0.342	3
631269	4932.YGR104C	19.7	65
633113	4932.YLR223C	0.73	5
632231	4932.YJL178C	17.9	63
630179	4932.YDR326C	1.64	25
633267	4932.YLR363C	0.283	1
631213	4932.YGR049W	6.16	16
634280	4932.YNR026C	13.4	72
634239	4932.YNL328C	0.566	1
632059	4932.YJL014W	199	1389
630062	4932.YDR219C	2.02	13
629458	4932.YCR011C	19.4	203
633342	4932.YLR431C	1.51	5
632735	4932.YKR046C	89.8	277
632627	4932.YKL164C	6.4	127
632287	4932.YJR005W	1.91	18
631395	4932.YGR217W	0.445	7
632648	4932.YKL183W	1.83	4
629024	4932.YBL098W	6.17	32
632573	4932.YKL113C	25.0	112
633433	4932.YML045W-A	32.5	6786
634702	4932.YOR174W	16.2	61
630541	4932.YER030W	129	163
630744	4932.YFL002C	5.51	47
629988	4932.YDR155C	3078	6194
635393	4932.YPR149W	477	841
632027	4932.YIR026C	33.8	166
632229	4932.YJL176C	24.9	188
634649	4932.YOR126C	2.67	10
632355	4932.YJR072C	39.4	150
630379	4932.YDR515W	7.21	44
632728	4932.YKR039W	10.7	72
635028	4932.YPL087W	3.32	11
633911	4932.YNL015W	420	388
629534	4932.YCR084C	88.9	693
630150	4932.YDR302W	0.683	2
633536	4932.YMR002W	119	95
634949	4932.YPL009C	21.8	280
631747	4932.YHR178W	2.57	22
634641	4932.YOR118W	1.56	12
635133	4932.YPL187W	0.889	1
633558	4932.YMR022W	19.2	21
635115	4932.YPL170W	55.7	107
635236	4932.YPR001W	1.83	48
630810	4932.YFL059W	5.8	54
633488	4932.YML094W	94.8	164
632694	4932.YKR006C	31.2	97
629684	4932.YDL117W	0.852	8
633676	4932.YMR131C	49.1	314
635398	4932.YPR154W	41.2	71
629136	4932.YBR085C-A	512	406
632157	4932.YJL109C	27.9	646
632989	4932.YLR119W	1.1	2
630166	4932.YDR316W-B	12.9	9389
633856	4932.YMR293C	0.562	4
633946	4932.YNL048W	4.04	22
632268	4932.YJL214W	0.05	8
631809	4932.YIL005W	18.6	126
631921	4932.YIL105C	24.5	161
634022	4932.YNL119W	3.61	26
633524	4932.YML126C	883	4426
633078	4932.YLR189C	1.97	27
634273	4932.YNR019W	5.97	35
631328	4932.YGR158C	24.7	56
632533	4932.YKL077W	18.2	84
630873	4932.YFR046C	2.49	9
629279	4932.YBR212W	15.6	59
632392	4932.YJR109C	619	7972
629983	4932.YDR150W	21.5	695
631250	4932.YGR085C	979	3364
634517	4932.YOR003W	1.55	9
631989	4932.YIL169C	1.39	11
635047	4932.YPL105C	8.14	77
631683	4932.YHR121W	30.6	65
634439	4932.YOL097C	211	1165
632144	4932.YJL096W	5.44	8
630269	4932.YDR407C	4.95	72
633257	4932.YLR354C	1477	5069
631277	4932.YGR110W	0.219	1
631139	4932.YGL245W	854	6770
634274	4932.YNR020C	0.564	2
630092	4932.YDR248C	3.47	8
629330	4932.YBR258C	8.14	12
631731	4932.YHR164C	0.375	5
633200	4932.YLR301W	259	929
630841	4932.YFR019W	0.948	17
633156	4932.YLR262C-A	634	169
631708	4932.YHR142W	0.221	1
634550	4932.YOR032C	1.93	7
629291	4932.YBR223C	0.338	3
634149	4932.YNL241C	250	1421
632206	4932.YJL154C	6.44	92
629921	4932.YDR091C	196	1283
632171	4932.YJL123C	69.7	446
631620	4932.YHR066W	15.6	132
634988	4932.YPL047W	13.8	21
629666	4932.YDL100C	281	1142
631967	4932.YIL147C	0.189	3
635192	4932.YPL244C	0.434	2
629187	4932.YBR129C	1.85	7
633185	4932.YLR287C-A	1491	578
631127	4932.YGL233W	2.36	19
629237	4932.YBR176W	3.49	14
633072	4932.YLR183C	0.167	1
635118	4932.YPL173W	2.65	7
629788	4932.YDL215C	22.5	307
631342	4932.YGR167W	270	497
634620	4932.YOR098C	8.19	72
632557	4932.YKL099C	17.9	26
635039	4932.YPL097W	4.8	24
630163	4932.YDR315C	0.156	1
632195	4932.YJL143W	54.4	108
631132	4932.YGL238W	29.9	351
632481	4932.YKL029C	140	1148
634007	4932.YNL104C	430	3154
633473	4932.YML081C-A	58.3	31
634031	4932.YNL128W	5.16	35
632467	4932.YKL017C	3.14	21
630175	4932.YDR322W	9.98	47
634058	4932.YNL151C	37.4	125
635137	4932.YPL190C	27.6	189
632656	4932.YKL191W	7.92	40
634260	4932.YNR006W	24.8	127
631547	4932.YHR006W	0.534	4
635148	4932.YPL201C	0.72	3
631682	4932.YHR120W	0.277	3
634638	4932.YOR115C	8.47	30
631019	4932.YGL128C	1.63	7
634456	4932.YOL111C	67.9	200
631569	4932.YHR025W	517	1407
630060	4932.YDR217C	0.568	11
628936	4932.YBL018C	2.37	4
634799	4932.YOR267C	25.4	152
631834	4932.YIL026C	4.01	55
631200	4932.YGR038C-A	43.2	7280
631201	4932.YGR038C-B	12.7	8977
630398	4932.YDR530C	2.52	12
629965	4932.YDR131C	6.56	48
631551	4932.YHR009C	15.0	116
630452	4932.YEL031W	171	2281
634410	4932.YOL071W	2.92	6
628947	4932.YBL029C-A	7.89	10
629627	4932.YDL063C	14.2	75
630683	4932.YER144C	0.069	1
634377	4932.YOL039W	3118	5682
634928	4932.YOR385W	5.62	14
629495	4932.YCR042C	10.1	168
631362	4932.YGR185C	432	1966
632242	4932.YJL189W	28416	429
633796	4932.YMR238W	32.3	177
630714	4932.YER168C	29.5	196
635217	4932.YPL265W	2.8	19
634759	4932.YOR227W	4.59	70
634604	4932.YOR081C	1.59	15
630446	4932.YEL026W	1886	2126
634209	4932.YNL298W	2.53	26
630253	4932.YDR392W	22.1	74
629362	4932.YBR290W	0.471	2
634182	4932.YNL274C	70.9	305
631121	4932.YGL227W	12.9	154
633510	4932.YML113W	4.44	4
629846	4932.YDR021W	2.65	13
631776	4932.YHR202W	0.145	1
630831	4932.YFR010W-A	0.949	1
633860	4932.YMR296C	90.7	597
630832	4932.YFR011C	40.0	79
634623	4932.YOR101W	22.8	97
629395	4932.YCL020W	2.96	225
631550	4932.YHR008C	506	952
631246	4932.YGR081C	29.9	52
633359	4932.YLR446W	0.195	1
635334	4932.YPR095C	0.124	2
634845	4932.YOR310C	592	3178
630878	4932.YFR051C	95.5	311
634583	4932.YOR063W	4430	14502
630026	4932.YDR188W	192	956
634473	4932.YOL128C	1.37	8
633751	4932.YMR194W	2118	2074
631130	4932.YGL236C	1.57	11
634396	4932.YOL057W	37.4	316
630823	4932.YFR004W	134	271
631697	4932.YHR133C	19.9	41
630409	4932.YDR541C	0.273	1
633867	4932.YMR303C	1919	12397
633318	4932.YLR410W	38.1	486
634910	4932.YOR369C	3701	7194
633187	4932.YLR289W	0.233	2
630155	4932.YDR307W	0.281	3
634614	4932.YOR092W	0.203	2
633953	4932.YNL054W-A	44.3	6382
633526	4932.YML128C	78.3	392
630273	4932.YDR411C	17.4	52
629355	4932.YBR283C	220	1030
631904	4932.YIL090W	4.47	31
629272	4932.YBR205W	32.4	158
634858	4932.YOR321W	4.2	69
630492	4932.YEL066W	4.68	6
633511	4932.YML114C	6.79	29
634288	4932.YNR033W	3.16	32
629565	4932.YDL004W	173	311
633740	4932.YMR186W	1928	20372
630034	4932.YDR195W	11.2	54
634386	4932.YOL048C	0.166	1
629551	4932.YCR098C	2.48	21
634164	4932.YNL256W	6.31	52
631295	4932.YGR126W	10.4	46
633840	4932.YMR278W	6.77	59
631237	4932.YGR072W	3.53	13
633427	4932.YML039W	13.7	9710
633764	4932.YMR207C	4.87	324
633402	4932.YML015C	12.0	59
634729	4932.YOR197W	122	395
629454	4932.YCR007C	1.76	5
630200	4932.YDR347W	40.5	110
628901	4932.YAR035W	1.25	11
630418	4932.YEL004W	0.618	2
630712	4932.YER166W	5.49	97
629576	4932.YDL014W	981	2446
632875	4932.YLR007W	3.57	16
635296	4932.YPR057W	0.534	2
632830	4932.YLL032C	1.58	18
629479	4932.YCR027C	7.36	22
633428	4932.YML040W	49.3	7851
629767	4932.YDL194W	0.088	1
630605	4932.YER079W	17.7	46
629085	4932.YBR039W	227	731
630535	4932.YER024W	2.54	25
630074	4932.YDR231C	16.0	42
631437	4932.YGR258C	0.886	13
634762	4932.YOR230W	434	2316
635182	4932.YPL234C	264	193
633653	4932.YMR110C	30.9	164
635233	4932.YPL283C	0.355	113
634741	4932.YOR209C	111	713
632577	4932.YKL117W	344	658
633731	4932.YMR178W	50.5	183
635255	4932.YPR017C	15.6	27
631005	4932.YGL115W	112	507
631546	4932.YHR005C-A	479	650
632849	4932.YLL051C	0.142	2
634474	4932.YOL129W	7.56	16
630467	4932.YEL044W	14.3	22
633807	4932.YMR247C	6.03	128
635276	4932.YPR037C	18.8	33
633463	4932.YML071C	8.61	73
629127	4932.YBR077C	7.84	13
630011	4932.YDR176W	24.5	191
629956	4932.YDR122W	4.07	56
630655	4932.YER120W	238	887
633990	4932.YNL090W	23.8	70
629088	4932.YBR042C	6.47	35
634401	4932.YOL062C	3.6	26
630242	4932.YDR381W	645	629
630993	4932.YGL103W	3960	3252
630347	4932.YDR484W	4.28	25
633383	4932.YLR467W	0.325	105
634739	4932.YOR207C	31.1	479
633782	4932.YMR225C	2.88	3
634359	4932.YOL022C	72.7	260
631369	4932.YGR192C	27416	118546
629148	4932.YBR095C	8.1	33
631673	4932.YHR111W	27.4	117
628849	4932.YAL044W-A	25.4	34
628966	4932.YBL045C	400	2027
630961	4932.YGL071W	2.2	10
630388	4932.YDR524C	0.326	2
631207	4932.YGR043C	43.5	185
635424	4932.YPR170W-B	230	7
631166	4932.YGR008C	92.1	82
629634	4932.YDL070W	0.922	7
634101	4932.YNL193W	2.63	19
629501	4932.YCR047C	14.9	37
635171	4932.YPL223C	28.8	41
634169	4932.YNL261W	0.866	5
635224	4932.YPL272C	0.142	1
630583	4932.YER064C	1.7	17
634773	4932.YOR241W	20.4	101
634336	4932.YOL002C	0.509	2
629516	4932.YCR065W	0.822	7
633079	4932.YLR190W	1.33	5
634900	4932.YOR359W	6.54	23
634126	4932.YNL218W	0.255	2
632668	4932.YKL205W	8.61	109
633315	4932.YLR407W	0.479	2
629140	4932.YBR088C	256	1035
633336	4932.YLR425W	0.138	2
629101	4932.YBR055C	21.5	284
634703	4932.YOR175C	14.7	117
630544	4932.YER033C	1.68	20
634240	4932.YNL329C	0.721	17
630749	4932.YFL005W	226	659
629457	4932.YCR010C	3.4	7
632570	4932.YKL110C	7.41	30
633550	4932.YMR014W	6.63	25
635279	4932.YPR040W	11.7	53
631588	4932.YHR040W	10.3	33
633699	4932.YMR152W	17.4	95
630231	4932.YDR373W	4.11	12
633448	4932.YML057W	53.9	374
632948	4932.YLR079W	4.39	12
632727	4932.YKR038C	6.18	37
633343	4932.YLR432W	457	5084
633186	4932.YLR288C	0.873	7
632285	4932.YJR004C	3.36	13
629402	4932.YCL026C-B	53.1	78
632163	4932.YJL115W	48.3	111
632356	4932.YJR073C	161	559
630889	4932.YGL004C	5.09	28
631178	4932.YGR020C	117	182
633491	4932.YML097C	6.22	32
632695	4932.YKR007W	31.8	73
632924	4932.YLR055C	26.0	226
631386	4932.YGR208W	43.3	187
632100	4932.YJL055W	131	373
635341	4932.YPR102C	979	3364
634133	4932.YNL225C	4.61	15
631765	4932.YHR193C	1658	3420
628991	4932.YBL068W-A	3.56	8
631014	4932.YGL123W	5045	11990
630151	4932.YDR303C	38.9	325
634948	4932.YPL008W	2.59	33
632318	4932.YJR035W	0.757	9
635027	4932.YPL086C	20.3	107
628792	4932.Q0250	172	368
635130	4932.YPL184C	5.72	33
630545	4932.YER034W	21.2	37
633580	4932.YMR042W	2.02	4
634642	4932.YOR119C	7.08	33
634693	4932.YOR165W	28.8	267
629883	4932.YDR054C	30.1	65
633317	4932.YLR409C	9.49	118
634227	4932.YNL316C	8.84	22
631427	4932.YGR248W	47.4	115
629941	4932.YDR109C	1.96	17
635029	4932.YPL088W	0.935	4
632754	4932.YKR065C	79.0	97
633579	4932.YMR041C	3.58	11
635425	4932.YPR171W	4.2	17
633827	4932.YMR267W	7.3	20
634199	4932.YNL288W	31.5	106
633638	4932.YMR096W	31.4	136
632697	4932.YKR009C	141	1685
629471	4932.YCR021C	81.7	242
632562	4932.YKL103C	99.4	649
629513	4932.YCR061W	3.35	21
633652	4932.YMR109W	32.4	538
633619	4932.YMR078C	1.96	16
632963	4932.YLR094C	0.148	1
629083	4932.YBR037C	2.44	7
630075	4932.YDR232W	101	469
634170	4932.YNL262W	1.85	59
630088	4932.YDR245W	14.8	85
631650	4932.YHR088W	11.3	36
631456	4932.YGR276C	7.13	42
634572	4932.YOR052C	2.72	5
629063	4932.YBR017C	45.1	596
632702	4932.YKR014C	226	533
633425	4932.YML037C	1.2	4
632343	4932.YJR060W	91.2	345
634821	4932.YOR289W	5.47	19
635413	4932.YPR162C	5.63	42
629655	4932.YDL089W	5.44	26
633067	4932.YLR178C	141	373
631743	4932.YHR175W	0.537	1
631341	4932.YGR166W	0.846	7
633870	4932.YMR305C	93.3	266
629733	4932.YDL161W	25.9	75
631261	4932.YGR096W	0.167	1
629154	4932.YBR102C	4.66	56
630632	4932.YER098W	0.535	5
634068	4932.YNL161W	9.14	38
632338	4932.YJR055W	3.45	7
629926	4932.YDR096W	6.65	64
631619	4932.YHR065C	106	452
634987	4932.YPL046C	8.19	7
630989	4932.YGL099W	87.2	505
630779	4932.YFL030W	8.16	44
631937	4932.YIL119C	7.87	37
631806	4932.YIL002W-A	59.7	40
635140	4932.YPL193W	1.65	8
632661	4932.YKL196C	218	484
628858	4932.YAL054C	12.1	202
633123	4932.YLR231C	52.8	288
629058	4932.YBR012W-B	11.5	9025
629057	4932.YBR012W-A	43.2	7366
630099	4932.YDR255C	2.47	15
630843	4932.YFR021W	2.37	16
634032	4932.YNL129W	6.22	20
632424	4932.YJR139C	1785	5937
632466	4932.YKL016C	320	364
629192	4932.YBR133C	2.46	25
630800	4932.YFL049W	6.01	38
629222	4932.YBR162C	78.6	303
631808	4932.YIL004C	28.9	47
630745	4932.YFL002W-A	1.87	921
632638	4932.YKL174C	0.75	4
634653	4932.YOR130C	9.41	34
629009	4932.YBL084C	0.489	4
629976	4932.YDR143C	10.1	62
629748	4932.YDL176W	0.193	2
629165	4932.YBR111C	205	288
632581	4932.YKL121W	0.725	7
633424	4932.YML036W	15.7	38
632715	4932.YKR027W	0.812	8
630798	4932.YFL047W	10.8	86
631378	4932.YGR201C	4.37	11
635362	4932.YPR122W	0.049	1
633286	4932.YLR380W	34.5	144
632487	4932.YKL034W	0.389	4
634667	4932.YOR142W-B	12.1	9205
634080	4932.YNL172W	0.704	11
632325	4932.YJR042W	18.1	207
633843	4932.YMR281W	0.186	1
633957	4932.YNL058C	1.69	6
633546	4932.YMR012W	232	3612
630626	4932.YER093C	1.04	17
629282	4932.YBR215W	17.6	88
633919	4932.YNL023C	2.73	32
630202	4932.YDR349C	6.71	39
632331	4932.YJR048W	185	319
630057	4932.YDR214W	138	499
633111	4932.YLR222C	58.0	628
630204	4932.YDR351W	1.04	11
631119	4932.YGL226C-A	24.2	32
633193	4932.YLR295C	116	186
630776	4932.YFL027C	0.827	6
630332	4932.YDR468C	9.99	13
630185	4932.YDR332W	0.116	1
631736	4932.YHR168W	0.358	2
634445	4932.YOL102C	2.75	7
634584	4932.YOR064C	5.7	16
634498	4932.YOL154W	2.22	9
634684	4932.YOR159C	0.682	1
634568	4932.YOR048C	12.7	122
634454	4932.YOL109W	1939	1273
630822	4932.YFR003C	22.9	48
634208	4932.YNL297C	2.89	64
634420	4932.YOL081W	0.842	31
631843	4932.YIL033C	162	778
634373	4932.YOL036W	0.221	2
631039	4932.YGL148W	447	2126
634516	4932.YOR002W	1.25	8
634804	4932.YOR272W	142	617
629848	4932.YDR023W	816	4762
635076	4932.YPL133C	4.26	18
631860	4932.YIL048W	3.08	37
630027	4932.YDR189W	30.0	241
633354	4932.YLR441C	2767	10975
634395	4932.YOL056W	7.73	29
634598	4932.YOR075W	1.39	4
631519	4932.YHL034C	590	1779
633866	4932.YMR302C	10.2	113
629354	4932.YBR282W	27.3	22
629406	4932.YCL030C	501	3986
631695	4932.YHR132C	77.0	461
631253	4932.YGR088W	55.4	395
633624	4932.YMR083W	760	4183
631638	4932.YHR078W	0.166	1
630963	4932.YGL073W	11.9	119
629329	4932.YBR257W	0.409	1
