ORF,Length,RPF,mRNA,TE,IP
YDR144C,596,42.8933,51.7158,0.829404166618326,0.00155388197976697
YDR145W,539,54.6612,80.2574,0.681073645545457,0.00112929324541289
YDR146C,709,32.5915,31.3749,1.03877621920707,0.00188193462837365
YDR147W,534,15.525,82.0035,0.189321187510289,0.000359876340655891
YDR148C,463,92.5919,43.8187,2.11306816496153,0.00505963137817785
YDR151C,325,48.3908,85.8313,0.563789666473652,0.000945151531118046
YDR152W,265,101.2894,169.7314,0.596762885358867,0.00123614699272717
YDR153C,411,55.7937,56.4582,0.988230230506817,0.00187765021000968
YDR155C,162,2902.5756,1686.6169,1.72094540259854,0.00703812636253744
YDR156W,137,127.8756,44.2911,2.88716243218163,0.00463551707897994
YDR158W,365,518.6541,634.8654,0.816951278176445,0.002400322450874
YDR159W,1301,7.2282,24.1373,0.29946182878781,0.000561962041869833
YDR160W,852,1.6102,21.6617,0.0743339627083747,0.000132359765585437
YDR161W,387,81.8736,172.6195,0.474300991487057,0.000893726466541212
YDR162C,236,41.0639,114.8831,0.357440737584553,0.000669302695552194
YDR163W,175,30.3445,73.3075,0.413934454182723,0.000713321949238576
YDR164C,724,16.4798,26.6785,0.617718387465562,0.00126713950027924
YDR165W,444,80.0382,207.7627,0.385238543780958,0.000865125668359837
YDR166C,971,18.6543,20.3156,0.918225403138475,0.00179221735468573
YDR167W,206,65.1988,153.0176,0.426086933790623,0.000683249329404439
YDR168W,506,171.7999,158.8508,1.08151737353542,0.00242429660417772
YDR169C,513,25.9069,16.6029,1.56038402929609,0.00259142081992258
YDR169CA,49,0,1.3176,0,0
YDR171W,375,22.4434,22.6858,0.989314901832865,0.00194863824441629
YDR172W,685,343.9119,250.6329,1.37217380479578,0.00353556589041462
YDR173C,355,10.4057,52.7822,0.197144112977481,0.00033197380192086
YDR174W,246,309.6968,518.0683,0.597791449505789,0.00150502498567267
YDR175C,319,44.581,111.5866,0.399519297119905,0.000735272033979495
YDR176W,702,22.7577,46.8664,0.485586688971203,0.000922082371782846
YDR177W,215,163.6808,337.6911,0.484705697011263,0.000968755949404949
YDR178W,181,72.9932,28.506,2.56062583315793,0.00512218211029176
YDR179C,162,20.9966,69.7488,0.301031702337531,0.000544390730042411
YDR179WA,463,8.5788,68.9606,0.124401469824798,0.000225208862959108
YDR180W,1493,7.6331,11.9699,0.637691208782028,0.00116942259145317
YDR181C,481,9.398,51.313,0.183150468692144,0.000343154639803454
YDR182W,491,33.0625,48.9165,0.675896681078981,0.00119725019417821
YDR182WA,67,0,7.7776,0,0
YDR183W,230,35.0073,55.9035,0.626209450213314,0.00112867506458389
YDR184C,294,27.6621,103.4104,0.26749824002228,0.000509548588904824
YDR185C,179,7.228,35.4727,0.203762329904405,0.000363774698268312
YDR186C,877,17.5994,45.8136,0.384152304119301,0.000677826007350701
YDR188W,546,152.099,205.5145,0.740088898836822,0.00136405840610322
YDR189W,666,48.1755,68.0908,0.707518490016272,0.00152692262749501
YDR190C,463,132.3798,280.0087,0.472770310351071,0.0010462666807521
YDR191W,370,7.5818,40.7731,0.185951031439846,0.000356325150226648
YDR192C,430,26.2709,22.2697,1.17967013475709,0.00214857986015931
YDR194C,664,56.0639,142.4074,0.393686704483054,0.000879840881440333
YDR195W,533,20.4387,74.7902,0.273280456530401,0.000554846025560402
YDR196C,241,33.9869,153.506,0.221404375073287,0.000400595777330973
YDR197W,389,13.1946,65.6185,0.201080487972142,0.000356647564022289
YDR198C,479,11.01,86.5257,0.127245431126243,0.000230599013704983
YDR200C,604,10.8938,24.359,0.447218687138224,0.000835955664908966
YDR201W,165,38.7632,118.5616,0.326945655254315,0.00061563087783549
YDR202C,351,15.3958,48.4593,0.317705786092659,0.000545662134245957
YDR204W,335,26.1306,77.7297,0.336172659871323,0.000615931650860975
YDR205W,724,8.9976,17.847,0.504151958312321,0.000914460110723453
YDR206W,884,14.2787,95.3502,0.149750079181795,0.0002583273003968
YDR207C,836,12.9636,12.7512,1.01665725578769,0.00193446988272072
YDR208W,779,25.003,34.9751,0.714880014638986,0.00132424451398376
YDR210W,75,311.9699,440.6006,0.708056003555147,0.00142567084026236
YDR211W,712,67.9907,156.9632,0.433163314713258,0.000940422761398277
YDR212W,559,179.4636,223.4913,0.803000385249896,0.00182712773737483
YDR213W,913,10.144,19.9981,0.507248188577915,0.000867251496797517
YDR214W,350,174.9169,131.1741,1.33347131788974,0.00258772595200463
YDR216W,1323,3.2168,3.8301,0.839873632542231,0.0016197709833517
YDR217C,1309,12.2705,21.2905,0.576336863859468,0.00104569104766298
YDR218C,423,0.1618,4.4016,0.0367593602326427,6.92466440002698e-05
YDR219C,465,20.9133,74.3871,0.281141488241913,0.00052539027771785
YDR221W,702,21.9764,32.3511,0.67930920432381,0.00127917465428939
YDR222W,415,16.8249,34.2867,0.490712142025917,0.000980410310724136
YDR223W,467,0.5866,9.8285,0.0596835732817826,9.47423156787623e-05
YDR224C,131,1846.8761,1506.0732,1.22628574759846,0.00512917067041123
YDR226W,222,1478.6467,1058.6712,1.39670059977073,0.00510426707540981
YDR227W,1358,11.0196,15.6624,0.703570334048422,0.00128050481802406
YDR228C,626,22.9948,59.1353,0.388850652655859,0.000714512091187221
YDR229W,453,20.4071,101.8984,0.200269091565716,0.00032788116506189
YDR231C,205,12.6373,56.8517,0.222285349426666,0.000374822340730959
YDR232W,548,87.7764,48.8234,1.79783464486291,0.00402136212437949
YDR233C,295,458.4765,270.031,1.69786617092112,0.00504455226008925
YDR234W,693,47.2924,74.5738,0.63416910496716,0.00131910348434863
YDR235W,544,11.084,97.0168,0.114248253910663,0.000208128175547367
YDR236C,218,23.153,145.5702,0.159050410042715,0.000303543508714189
YDR237W,292,42.8289,110.7071,0.386866786321744,0.000758451881758076
YDR238C,973,115.7863,104.3831,1.10924373773149,0.00235695958810457
YDR239C,787,15.1634,18.8761,0.8033121248563,0.00140387343530563
YDR240C,492,15.1751,72.2119,0.210146804058611,0.000362409088830137
YDR242W,549,1.1233,27.5194,0.0408184771470308,7.75928051526337e-05
YDR243C,588,18.4158,32.9449,0.558987885833619,0.00113816972731568
YDR244W,612,19.5995,54.5012,0.35961593506198,0.00065348586334296
YDR245W,393,57.6418,303.2851,0.190058133419677,0.000367668337699822
YDR246W,219,28.6544,17.8491,1.60536945840407,0.0027767828799389
YDR246WA,66,2.0314,3.9463,0.514760661885817,0.000726992055188137
YDR247W,461,8.7644,5.6273,1.55747871981234,0.00312377358581813
YDR248C,193,27.8917,91.9061,0.303480400104019,0.000638062889167247
YDR249C,373,5.3198,70.5588,0.075395273162242,0.000123163329174744
YDR251W,830,21.5691,26.3285,0.819230111855974,0.00143790271032906
YDR252W,149,26.9138,42.0928,0.63939201003497,0.00116998450798267
YDR253C,191,4.2807,7.6228,0.561565304087737,0.00103706604231237
YDR254W,458,6.4293,27.1581,0.236736001413943,0.000425311730784686
YDR255C,421,5.3661,7.2654,0.738582872243786,0.00137646402998816
YDR256C,515,0,6.7188,0,0
YDR257C,494,24.9588,91.8535,0.271723995275085,0.00053102422035842
YDR258C,811,42.2861,36.0623,1.17258466598082,0.0026579488297419
YDR259C,383,2.3227,6.2477,0.371768810922419,0.000684296596795166
YDR260C,170,34.4312,71.165,0.483822103562144,0.0008636917295486
YDR261C,562,36.4577,54.2431,0.672116822231768,0.00128540615724783
YDR262W,272,44.9543,132.9462,0.338139036693038,0.000579592258012238
YDR263C,430,0.6369,10.9802,0.0580044079342817,0.000107074743168341
YDR264C,764,44.3432,143.3386,0.309359795616812,0.000567313358945353
YDR265W,337,6.697,131.8727,0.0507838240970269,8.65315458152177e-05
YDR266C,639,49.5621,48.7657,1.01633115078836,0.00200859245749397
YDR267C,330,35.6424,119.1574,0.299120323202755,0.00062500828699437
YDR268W,379,12.2773,70.8496,0.173286793432849,0.000309607086544487
YDR270W,1004,7.3809,11.0193,0.669815687021862,0.00123828727190239
YDR272W,274,92.7468,208.0224,0.445850062300983,0.000920345565801278
YDR273W,365,1.4995,18.9349,0.079192390770482,0.000155344075969697
YDR275W,235,5.5177,165.0137,0.0334378297074728,5.64091572206315e-05
YDR276C,55,1074.5982,566.6548,1.89638947733258,0.00481848709839556
YDR277C,433,5.376,3.0717,1.75017091512843,0.00287553706613981
YDR279W,350,24.8206,73.6549,0.336985047837958,0.000617136172953012
YDR280W,305,58.2702,266.4502,0.218690772234361,0.000410902119804427
YDR281C,104,55.2867,181.3197,0.304912814217098,0.000421519499025122
YDR282C,414,7.2752,61.0295,0.119207924036736,0.00020438571521299
YDR283C,1659,11.1743,19.8183,0.563837463354576,0.00106874635799006
YDR284C,289,45.1625,181.44,0.248911485890653,0.000466374262245484
YDR285W,875,2.2735,24.3678,0.0932993540656112,0.000169084076347893
YDR286C,114,29.1157,72.7216,0.400372104024114,0.000731658099909733
YDR287W,292,21.2974,48.4201,0.439846262192767,0.000810309907188975
YDR288W,303,17.5958,138.0438,0.127465340710702,0.000241792738787037
YDR289C,409,36.317,56.8957,0.638308343161258,0.00126631495570316
YDR291W,1077,4.6513,25.5602,0.18197431944977,0.000351628473077747
YDR292C,621,50.2222,106.462,0.471738272810956,0.000915546360839136
YDR293C,1250,40.4138,31.9477,1.26499873230311,0.00261568167190868
YDR294C,589,39.6782,61.0313,0.65012870445165,0.00136303664982294
YDR295C,674,12.8168,37.4462,0.342272380107995,0.000619671261170994
YDR296W,226,44.377,72.4267,0.612716028757351,0.000942995105409407
YDR297W,349,79.3781,92.9023,0.854425563199189,0.00181067028709639
YDR298C,212,192.9988,203.7098,0.947420300839724,0.00219875370288137
YDR299W,534,83.2703,125.2485,0.66484069669497,0.00153201653408798
YDR300C,428,66.7029,152.1081,0.438522997789072,0.000945306813791188
YDR301W,1357,10.3701,14.4947,0.715440816298371,0.00139891344821525
YDR302W,219,51.0796,209.6514,0.243640633928512,0.00051083845907331
YDR303C,885,30.1529,38.097,0.791477019187863,0.00146939034292725
YDR304C,225,316.2545,504.5113,0.626853154726168,0.00150012156550881
YDR305C,217,22.6579,105.3241,0.215125503089986,0.000425043641501783
YDR306C,478,11.1762,72.6494,0.153837471472579,0.000273227980859333
YDR307W,662,19.1585,20.4196,0.938240709906169,0.00175114290217462
YDR308C,140,67.9204,154.0924,0.440777092186247,0.000744007466427299
YDR309C,383,105.4162,76.8812,1.37115705790232,0.00228555910264469
YDR310C,1062,14.4092,22.7198,0.634213329342688,0.00117640198855635
YDR311W,642,22.53,98.4252,0.228904792675047,0.000490043976319424
YDR313C,286,12.9016,31.561,0.408782991666931,0.000642403080273966
YDR314C,692,2.7743,9.2389,0.300284665923433,0.00058603818205576
YDR315C,281,6.5649,43.4555,0.151071786080013,0.00028321483296395
YDR316W,471,12.3596,42.6533,0.289768904164508,0.000596182009427094
YDR317W,414,2.4802,26.1784,0.0947422302356141,0.000172712862739378
YDR318W,368,6.2424,94.0732,0.0663568370162809,0.000122807647955111
YDR319C,274,11.718,85.9697,0.136303837282205,0.000240676221162271
YDR320C,668,25.8632,13.9563,1.85315592241497,0.00373485416075041
YDR320CA,72,118.4876,224.7408,0.527218911741882,0.000680264674330689
YDR321W,381,198.1048,245.8055,0.805941282843549,0.0018003282858454
YDR322CA,96,140.742,271.3597,0.51865475971561,0.000987089243468385
YDR322W,367,30.5738,59.937,0.510098937217412,0.000904757660118361
YDR323C,515,5.587,58.1438,0.0960893508852191,0.000165965781506106
YDR324C,776,59.4787,122.2412,0.486568358294912,0.00102345065073606
YDR325W,1035,6.9613,40.5054,0.171861035812509,0.000308053872580684
YDR326C,1438,20.0506,31.0681,0.645375803476878,0.00123036491524164
YDR328C,194,255.3628,512.4533,0.498314285418788,0.000958995697548005
YDR329C,441,13.5077,93.9534,0.143770209486831,0.000217416570519128
YDR330W,500,20.6872,22.3561,0.925349233542523,0.00182253791794075
YDR331W,411,41.6371,90.1067,0.462086615090776,0.000814850277609968
YDR332W,689,2.4878,30.0603,0.0827603184266291,0.000151344658157664
YDR333C,723,25.6074,114.876,0.222913402277238,0.000425748484065289
YDR334W,1514,6.5298,20.9214,0.312111044193983,0.000570249780944954
YDR335W,1224,19.5701,30.4467,0.642765882673656,0.0012074315482673
YDR336W,314,11.7572,157.7652,0.0745234056686773,0.00012470061051933
YDR337W,286,42.0497,102.5732,0.409948212593543,0.000806245006825567
YDR338C,695,10.9506,36.8924,0.296825362405265,0.000533144150850041
YDR339C,189,109.9424,257.3438,0.427219929137597,0.000859680309911167
YDR341C,607,299.2309,252.9187,1.18311101551605,0.00313704080527392
YDR346C,481,114.9122,317.2833,0.362175380803213,0.00087190134208492
YDR347W,321,42.6006,58.5509,0.72758232580541,0.00123713156422325
YDR348C,499,44.7516,107.6034,0.415893921567534,0.000768136245693255
YDR349C,596,19.4342,56.9656,0.341156768295252,0.000595631628936189
YDR350C,684,3.9263,61.2369,0.0641165702378794,0.000107066737047891
YDR351W,864,16.117,37.7102,0.42739099766111,0.000731506349117083
YDR352W,317,25.4499,108.5161,0.23452648961767,0.000396528870157779
YDR353W,319,470.2436,318.1052,1.47826442321597,0.00400394694447215
YDR354W,380,48.2604,99.8741,0.483212364366738,0.000870217863466832
YDR356W,944,23.2569,25.2724,0.920248967252813,0.00173885519397848
YDR357C,122,38.3474,146.2911,0.262130778974251,0.000457291707626466
YDR358W,557,17.7154,26.7668,0.661842282230225,0.00119431761675484
YDR359C,982,6.4979,6.5152,0.997344670923379,0.00170018976812829
YDR361C,283,134.9632,363.4932,0.371294978833167,0.000772011116620282
YDR362C,672,11.2224,41.0257,0.27354560677819,0.000482981491906715
YDR363W,456,9.3107,42.4468,0.219349868541327,0.000405783979973842
YDR363WA,89,445.7278,605.9731,0.735557073408044,0.00160349536970047
YDR364C,455,12.6421,86.9799,0.145345073976861,0.000269596435599786
YDR365C,628,64.2902,250.2087,0.256946301227735,0.000575044273311793
YDR367W,221,34.3116,94.7362,0.362180454778638,0.000669038785545436
YDR368W,312,131.4689,160.261,0.820342441392478,0.0020445664128676
YDR369C,854,5.7832,15.4476,0.374375307491131,0.000694877835365048
YDR370C,442,8.675,114.3557,0.0758597953578178,0.000128561110818
YDR371W,511,8.714,64.5874,0.134917956133859,0.000284439321936482
YDR372C,345,112.2133,324.8659,0.345414215527084,0.000736966128132384
YDR373W,190,95.3839,331.2341,0.287965218556906,0.000516820795525566
YDR374C,306,0.8936,2.3868,0.374392492039551,0.000771767987235028
YDR374WA,89,37.902,120.7528,0.313880920359611,0.000452913783643045
YDR375C,456,7.9591,49.3025,0.161434004360834,0.000325212233637941
YDR376W,493,16.5339,74.3601,0.222349082370788,0.000447489662648126
YDR377W,101,345.4302,399.2456,0.865207280931837,0.0022678712025161
YDR378C,86,239.8982,635.8478,0.377288715947433,0.00057605464514851
YDR379CA,79,20.4483,100.1365,0.204204261183485,0.000418038349702401
YDR379W,1009,8.2964,22.0617,0.376054429169103,0.00066421556828054
YDR380W,635,30.3343,203.7332,0.148892276761961,0.000300702987257448
YDR381CA,114,20.1158,131.2765,0.153232299764238,0.000285318680763158
YDR381W,226,639.0555,761.5804,0.839117577080503,0.00199824215459121
YDR382W,110,5476.5732,5629.764,0.972789125796392,0.00462829784326604
YDR383C,238,14.912,110.3034,0.135190755679335,0.000233434422707628
YDR384C,275,96.3862,59.358,1.62381144917282,0.0028459989769262
YDR386W,632,5.64,33.1857,0.169952720599535,0.00028837881848538
YDR387C,555,2.4693,53.0064,0.0465849406864077,8.26414941292782e-05
YDR388W,482,134.7107,106.2786,1.26752422406769,0.00264520079754986
YDR389W,654,18.973,25.0469,0.757498932003561,0.00133365856512332
YDR390C,636,28.4545,69.7239,0.408102530122383,0.000799293256837917
YDR391C,232,17.648,54.2823,0.325115184876101,0.000660577468554698
YDR392W,337,15.0176,51.0538,0.294152443109034,0.000542081236018215
YDR393W,456,9.611,63.3055,0.151819352188988,0.000286543837746636
YDR394W,428,117.5698,200.5838,0.58613806299412,0.00124828218095222
YDR395W,944,72.0964,90.0064,0.801014150104881,0.00165914086162423
YDR397C,146,88.0185,184.6857,0.476585355552704,0.000807887784530244
YDR398W,643,55.7579,178.7338,0.311960580483378,0.000618013416672123
YDR399W,221,329.035,1329.3571,0.247514381199754,0.000592394349748963
YDR400W,340,27.1563,39.273,0.691475059200978,0.00132950507819095
YDR402C,489,0,3.2653,0,0
YDR403W,536,0.767,7.9464,0.0965216953589047,0.000202116352475023
YDR404C,171,117.4231,132.6132,0.885455595672226,0.00157106517280489
YDR405W,263,32.7199,27.2412,1.20111815925877,0.00182402486258905
YDR406W,1529,3.4574,8.3302,0.415044056565269,0.00083962346945211
YDR407C,1289,10.7034,23.9997,0.445980574757184,0.000834256906578789
YDR408C,214,118.5496,249.49,0.475167742194076,0.000832977254460487
YDR410C,239,27.9866,195.5574,0.143111945648694,0.000232655971930293
YDR411C,341,24.8708,67.2122,0.370034011682403,0.000644690880874962
YDR412W,235,139.9748,155.9873,0.89734741225728,0.00170166146172791
YDR414C,362,14.1742,54.3362,0.260861083402962,0.000421703994518898
YDR415C,374,26.3451,112.6647,0.233836330279138,0.000441734819878805
YDR416W,859,11.0999,74.3073,0.149378324875214,0.000268514529855183
YDR419W,632,4.5554,58.6807,0.0776302941171458,0.000130206032247562
YDR421W,950,4.1887,31.0055,0.13509538630243,0.000230009142916501
YDR422C,815,15.4009,25.7494,0.598107140360552,0.00105008776199148
YDR423C,409,19.9158,27.9602,0.712291042267223,0.00113289741760446
YDR424C,92,135.761,224.9981,0.603387317492903,0.0012827617761485
YDR425W,625,8.7739,12.1442,0.722476573178966,0.0013112199666223
YDR427W,393,141.5794,344.3884,0.411103858318108,0.000976076740051072
YDR428C,261,25.3809,73.9587,0.343176664814281,0.000602004600627591
YDR429C,274,432.3196,786.0776,0.549970639031057,0.00131810159773372
YDR430C,989,15.6791,22.0354,0.711541428791853,0.00141604624252081
YDR432W,414,518.1957,131.2134,3.94925899336501,0.0109644379703682
YDR434W,534,45.2919,131.9783,0.343176870743145,0.000680537332356104
YDR435C,328,14.1767,57.7126,0.245643065812318,0.000437982880704331
YDR436W,710,5.8911,14.3521,0.410469548010396,0.000691381452684164
YDR437W,140,18.4355,36.2848,0.508077762589294,0.000875182659488932
YDR438W,370,0,36.8215,0,0
YDR439W,347,14.3897,20.8697,0.689502005299549,0.00115581446055126
YDR440W,582,9.3026,31.911,0.291517031744539,0.000520542160727914
YDR441C,181,42.1404,38.008,1.10872447905704,0.00205390791363096
YDR443C,1420,4.1576,8.0767,0.514764693501059,0.000933546884788014
YDR444W,687,5.5888,33.4435,0.167111695845232,0.000288034691591431
YDR446W,302,0.4527,0.8794,0.514782806458949,0.000869453384017495
YDR448W,434,15.7756,95.9227,0.16446159251147,0.000277966654719665
YDR449C,440,52.9084,152.3586,0.347262314040691,0.00071700578776258
YDR451C,353,53.4846,100.1365,0.534116930390018,0.000833276603654429
YDR452W,674,27.6679,132.692,0.208512193651464,0.000406556778469009
YDR453C,196,6.954,26.3428,0.263981049850434,0.000711651542962406
YDR454C,187,515.1032,712.2784,0.723176780315113,0.00191389011369058
YDR456W,633,22.308,44.809,0.497846414782745,0.000998366938633933
YDR457W,3268,18.6659,15.66,1.19194763729246,0.00226262210121019
YDR458C,663,26.9884,59.5596,0.453132660393958,0.000770160918462566
YDR459C,374,5.1227,87.6083,0.0584727702740494,9.49534887226928e-05
YDR460W,321,34.9325,78.4127,0.445495436326003,0.000768681614399683
YDR461CA,80,51.3364,114.4417,0.448581242676402,0.000810835077151596
YDR461W,36,698.8462,499.7964,1.39826177219364,0.00451436481989502
YDR462W,147,79.9784,88.9104,0.89953931148662,0.00142395946782695
YDR463W,519,47.7847,68.339,0.699230307730578,0.00128279794938461
YDR464W,1435,14.2082,15.0089,0.946651653352344,0.00181868571242277
YDR465C,412,44.6932,164.608,0.271512927682737,0.000549826058285964
YDR466W,898,8.1741,20.1089,0.406491652949689,0.000718680397455668
YDR468C,224,73.0944,185.4818,0.394078556494492,0.000801054581142387
YDR469W,175,45.5168,150.3937,0.30265097540655,0.000535699488921371
YDR470C,502,13.7822,25.846,0.533243055018185,0.00106851523133915
YDR471W,136,2027.3312,2385.4854,0.84986108068404,0.00296568851388847
YDR472W,283,33.0768,129.216,0.255980683506686,0.000472722783540999
YDR473C,469,15.9167,44.1111,0.360832080814126,0.000683034346756813
YDR475C,876,5.1684,20.2327,0.255447864101183,0.000428615029968057
YDR476C,224,29.5423,25.1451,1.17487303689387,0.00165926599907181
YDR477W,633,50.0307,31.2401,1.60148975195342,0.00329926622738895
YDR478W,198,18.932,61.1852,0.309421232585658,0.000498787468605147
YDR479C,554,7.2976,28.1127,0.25958374684751,0.000425050067310535
YDR480W,323,12.9131,23.8518,0.541388909851667,0.000965618770418162
YDR481C,566,85.7196,309.9939,0.276520279915185,0.000523303797207131
YDR482C,135,22.6303,78.1553,0.28955553877984,0.000336433455197228
YDR483W,442,150.8837,226.6049,0.665844825067772,0.00165554462468337
YDR484W,641,12.1916,45.0822,0.270430458140907,0.000522976190570778
YDR485C,795,11.3015,44.7472,0.252563288876176,0.000462872881036873
YDR486C,229,68.2324,87.113,0.783263118019125,0.00142596378037772
YDR488C,533,3.7278,14.2339,0.261895896416302,0.000398695759705151
YDR489W,294,16.0394,25.2881,0.634266710429016,0.00116524195502239
YDR490C,766,9.132,14.0878,0.648220446059711,0.00113800112772692
YDR492W,316,37.4295,85.5311,0.437612751385169,0.000857676318999994
YDR493W,123,51.8224,64.2587,0.806465116785743,0.00148540726767624
YDR494W,361,28.8055,153.15,0.188086842964414,0.000329752007006896
YDR495C,1011,7.9407,19.1835,0.41393384940183,0.000734717452125278
YDR496C,656,112.6557,253.0566,0.445179853044734,0.00104596271228831
YDR497C,584,71.9366,260.4575,0.276193236900454,0.000557446196876386
YDR498C,383,14.8297,60.7414,0.244144850135163,0.00042720456690056
YDR499W,747,6.5179,30.2282,0.215623159830886,0.000378587732814875
YDR500C,88,3091.9804,2828.656,1.09309170150064,0.00392885722272904
YDR501W,521,7.7583,13.4111,0.578498408035135,0.0010090789397771
YDR502C,384,219.1962,103.685,2.11405892848532,0.00682241726766752
YDR503C,274,11.9673,41.8951,0.285649157061327,0.000488278953141107
YDR504C,127,1.6025,56.5538,0.0283358501108679,6.13360848428755e-05
YDR505C,841,30.9117,31.055,0.995385606182579,0.00197096472432264
YDR506C,608,5.4111,9.9644,0.543043233912729,0.0010518331497402
YDR507C,1142,47.295,32.8048,1.44170974979271,0.00283784783284886
YDR508C,663,116.4326,196.7577,0.591756256553111,0.00121173159750168
YDR510W,101,867.5921,206.1251,4.20905605382362,0.00969453194086663
YDR511W,133,44.4017,30.2392,1.46834903039763,0.00230502099150753
YDR512C,187,52.0932,47.4145,1.09867656518576,0.0016956765586626
YDR513W,143,267.473,193.8126,1.38005991354535,0.00319596938704876
YDR514C,483,16.5914,68.5942,0.241877593149275,0.000428962108262036
YDR515W,447,25.2755,41.5128,0.608860399683953,0.00124480916833566
YDR516C,500,30.8253,37.7924,0.815648119727776,0.00165112261657138
YDR517W,372,48.3739,85.9334,0.562923147460708,0.000929337290454677
YDR518W,517,55.3896,55.9889,0.989296092618358,0.00220697169379557
YDR519W,135,145.8396,277.9399,0.524716314570164,0.00117527750616354
YDR520C,772,6.9292,42.1945,0.164220455272607,0.000283513888593134
YDR522C,502,0,0.2651,0,0
YDR523C,490,0,6.11,0,0
YDR524C,482,10.3733,21.2557,0.488024388752194,0.000938168946175732
YDR524CB,66,7995.587,4320.175,1.85075535134572,0.00749546088872264
YDR524WC,29,0,2.1769,0,0
YDR525WA,79,132.0619,46.3442,2.84958851377303,0.00520270692573998
YDR527W,439,44.7622,70.444,0.635429561069786,0.00132268306627495
YDR528W,423,16.1842,24.366,0.66421242715259,0.00120289979904374
YDR529C,127,153.3049,336.7285,0.455277471315912,0.000901266946141766
YDR530C,325,12.6237,34.9456,0.361238610869466,0.000621385938453003
YDR531W,367,43.4372,177.0949,0.245276402651911,0.000489276243165839
YDR532C,385,7.4654,69.2323,0.107831171288546,0.000187025819014911
YDR533C,237,18.7181,57.9002,0.323282130286251,0.00084517069938103
YDR534C,528,7.526,2.7728,2.71422388920946,0.00621855783794103
YDR536W,569,0,0.9359,0,0
YDR538W,242,14.9493,39.1779,0.381574816414356,0.000722926873335042
YDR539W,503,35,64.1561,0.545544383152966,0.0010353344726199
YDR540C,179,6.0867,19.9534,0.305045756612908,0.000657185783477735
YDR541C,344,2.7836,28.1966,0.0987211224048289,0.000203336992352049
YEL001C,225,208.6127,306.5944,0.680419146598894,0.00147562924130771
YEL002C,430,196.4747,167.7963,1.17091199269591,0.00229031379581894
YEL003W,111,279.225,413.1023,0.675922162621704,0.00135287663416314
YEL004W,342,7.9995,27.1952,0.294151173736542,0.000485575080320277
YEL005C,282,5.5726,22.8278,0.244114632159034,0.000408457924238768
YEL006W,335,14.6985,163.1928,0.0900683118372869,0.000162072354301479
YEL009C,281,38.4169,614.2808,0.0625396398520025,0.000134124650238036
YEL011W,704,4.7724,7.5682,0.630585872466372,0.00129999435157159
YEL012W,218,31.2502,53.8234,0.58060620473623,0.00112288694288004
YEL013W,578,59.4018,99.7334,0.595605885290184,0.00134292298517205
YEL015W,551,41.5359,152.8018,0.271828604113302,0.000540953346394446
YEL016C,493,5.0018,68.9619,0.072529904193475,0.000121178161154758
YEL017CA,43,3615.9663,1738.1904,2.08030506899589,0.00646311517391177
YEL017W,337,39.7762,40.6065,0.979552534692722,0.00162132296369086
YEL018W,279,28.4058,107.2721,0.264801378923317,0.000432215352769794
YEL019C,267,8.4419,17.6419,0.478514218990018,0.000951636172092034
YEL020C,560,4.8946,34.9438,0.140070627693611,0.000242547760823918
YEL020WA,87,192.2345,291.3746,0.659750369455677,0.0016990879009995
YEL022W,1459,22.7737,29.8901,0.761914480045232,0.00149042941111754
YEL023C,682,0.1005,23.0446,0.00436110845924859,8.14994446017043e-06
YEL024W,215,53.2914,41.2871,1.29075183289696,0.00334923442031748
YEL025C,1188,2.5997,30.4702,0.0853194268498402,0.000151863202376028
YEL026W,126,1014.7846,274.0028,3.70355558410352,0.0138348166621609
YEL027W,160,1372.7379,1355.2495,1.01290419218011,0.00320500626741546
YEL029C,312,16.8718,120.4618,0.140059338313059,0.000256664365999243
YEL030W,644,5.961,15.0954,0.394888509082237,0.000909975832048824
YEL031W,1215,106.7653,52.5099,2.03324135067863,0.00495834895519982
YEL032W,971,26.9923,31.846,0.847588394146832,0.00167489865908084
YEL034W,157,5196.6924,1015.2495,5.11863576391813,0.0214123618281165
YEL035C,166,0,0.7963,0,0
YEL036C,500,38.0864,115.7724,0.328976509081612,0.000589658036802321
YEL037C,398,183.3156,99.2178,1.8476079896954,0.00391156101794
YEL038W,227,43.5818,166.1157,0.26235810341828,0.000453133874093654
YEL040W,467,253.8476,399.9763,0.634656603403752,0.00139215265973384
YEL041W,495,2.6292,9.14,0.287658643326039,0.000503476716475001
YEL042W,518,103.4241,53.4404,1.93531672667121,0.00442522941027626
YEL043W,956,10.9804,14.9177,0.736065211125039,0.00133536048657928
YEL044W,166,45.9104,213.014,0.215527617903049,0.000353189095837852
YEL046C,387,299.3779,125.9006,2.37789097113119,0.00590107417418289
YEL047C,470,116.7179,98.7919,1.18145212309916,0.00291081426864407
YEL048C,152,45.6206,164.6496,0.27707689541912,0.000495663383531708
YEL050C,393,35.1772,90.8333,0.387272068723695,0.000757431066766424
YEL051W,256,372.6303,458.5812,0.812572124631363,0.00221713562917941
YEL052W,509,20.861,57.3889,0.363502349757532,0.000663791223266518
YEL053C,733,6.7357,29.7138,0.226685916981335,0.000442172082620501
YEL055C,1022,50.5564,61.5623,0.821223378593717,0.00158774784159263
YEL056W,401,22.5304,102.126,0.220613751640131,0.000435000691986696
YEL057C,233,1.1715,13.3705,0.0876182640888523,0.000165398766822106
