ORF	Length	RPF	mRNA	TE	IP	FEcap	uATG	utr
YDR330W	500	30.56	31.01	0.985488552079974	0.00132541249876002	NA	NA	NA
YDR331W	411	57.51	66.82	0.860670457946723	0.00103638209269115	NA	NA	NA
YDR332W	689	3.51	16.21	0.216533004318322	0.000270394354872523	NA	NA	NA
YDR333C	723	32.7	52.41	0.623926731539783	0.000813727695867955	-14.6	0	14
YDR334W	1514	9.36	50.35	0.185898709036743	0.000231932142231443	NA	NA	NA
YDR335W	1224	41.66	83.67	0.497908449862555	0.000638686555026412	NA	NA	NA
YDR336W	314	8.23	24.14	0.34092792046396	0.000389553428150266	-15.4	0	8
YDR337W	286	65.13	56.79	1.14685684099313	0.00154019541192604	-6.5	0	68
YDR338C	695	9.03	18.13	0.498069498069498	0.000610888800784094	-3.9	0	60
YDR339C	189	116.83	96.87	1.2060493444823	0.00165721603998326	NA	NA	NA
YDR341C	607	417.15	407.02	1.02488821188148	0.00185566571094272	-8.5	0	22
YDR346C	481	193.46	223.16	0.866911632909124	0.00142512128466926	-13	0	158
YDR347W	321	54.72	100.42	0.544911372236606	0.00063268595487556	NA	NA	NA
YDR348C	499	60.8	59.77	1.01723272544755	0.00128293479470186	NA	NA	NA
YDR349C	596	28.17	71.26	0.395312938534942	0.000471295576546027	NA	NA	NA
YDR350C	684	4.06	19.93	0.203712995484195	0.000232290577945463	NA	NA	NA
YDR351W	864	20.92	39.08	0.535312180143296	0.000625645650873299	NA	NA	NA
YDR352W	317	36.93	45.49	0.81182677511541	0.000937291881466784	NA	NA	NA
YDR353W	319	866.77	523.01	1.65727232748896	0.0030651987714439	NA	NA	NA
YDR354W	380	59.04	74.99	0.787304973996533	0.000968192080414577	-3.3	0	127
YDR356W	944	26.08	38.11	0.68433482025715	0.000882988996345706	NA	NA	NA
YDR357C	122	47.58	77.86	0.611096840482918	0.000727970736126759	NA	NA	NA
YDR358W	557	30.3	26.15	1.15869980879541	0.00142779165671213	NA	NA	NA
YDR359C	982	11.23	43.55	0.257864523536165	0.000300173465182324	NA	NA	NA
YDR361C	283	145.93	117.04	1.24683868762816	0.0017702855412348	-6.6	0	35
YDR362C	672	14.31	28.71	0.498432601880878	0.000600946431623084	NA	NA	NA
YDR363W	456	13	26.44	0.491679273827534	0.000621109247689031	NA	NA	NA
YDR363WA	89	553.92	311.88	1.77606771835321	0.00264386593795528	-7.4	0	17
YDR364C	455	14.23	35.8	0.397486033519553	0.000503459195129644	NA	NA	NA
YDR365C	628	84.8	129.78	0.653413468947449	0.000998563229756498	NA	NA	NA
YDR367W	221	58.08	88.19	0.658578070075972	0.000830734268458573	NA	NA	NA
YDR368W	312	260.66	176.35	1.47808335696059	0.00251555341322953	-5.6	0	52
YDR369C	854	7.59	14.75	0.514576271186441	0.000652198196167024	NA	NA	NA
YDR370C	442	12.9	36.3	0.355371900826446	0.000411253502533226	NA	NA	NA
YDR371W	511	14.97	29.09	0.514609831557236	0.000740843603226416	-6.8	0	35
YDR372C	345	114.05	147.79	0.771703092225455	0.00112431016226656	NA	NA	NA
YDR373W	190	124.33	118.89	1.04575658171419	0.00128161955868863	-12.4	0	94
YDR374WA	89	65.96	71.89	0.917512866879955	0.000904047727622042	NA	NA	NA
YDR375C	456	16.85	32.59	0.517029763731206	0.000711239674422384	-10.5	0	17
YDR376W	493	27.1	43.33	0.625432725594277	0.00085952169410383	NA	NA	NA
YDR377W	101	296.56	202.22	1.46652161012758	0.00262491511026682	NA	NA	NA
YDR378C	86	275.59	230.05	1.19795696587698	0.00124899200629808	-14	0	19
YDR379CA	79	37.56	22.43	1.67454302273741	0.00234086414316658	NA	NA	NA
YDR379W	1009	10.75	22.92	0.469022687609075	0.000565692952760538	NA	NA	NA
YDR380W	635	29.32	33.64	0.871581450653983	0.00120199351751576	NA	NA	NA
YDR381CA	114	34.33	33.67	1.01960201960202	0.00129640038007983	NA	NA	NA
YDR381W	226	982.29	614.1	1.59956033219345	0.00260108472462326	-7.1	0	98
YDR382W	110	6534.78	4713.92	1.3862729957233	0.0045038086463336	NA	NA	NA
YDR383C	238	15.57	21.92	0.710310218978102	0.000837518753672898	-0.9	0	23
YDR384C	275	221.8	125.1	1.77298161470823	0.0021219343711685	-7.8	1	122
YDR386W	632	7.12	13.39	0.531740104555638	0.000616117051889372	NA	NA	NA
YDR387C	555	5.17	21.55	0.239907192575406	0.000290619303254334	NA	NA	NA
YDR388W	482	207.72	229.53	0.904979741210299	0.00128964390281169	NA	NA	NA
YDR389W	654	26.3	63.29	0.415547479854637	0.000499587842735263	NA	NA	NA
YDR390C	636	36.25	52.85	0.685903500473037	0.000917336039676646	-7.5	0	30
YDR391C	232	29.35	38.18	0.768727082242012	0.00106656483009763	-5.5	0	12
YDR392W	337	35.26	29.35	1.20136286201022	0.0015118012224147	-13.2	0	71
YDR393W	456	11.51	29.57	0.389245857287792	0.000501668131556024	NA	NA	NA
YDR394W	428	201.23	183.29	1.09787768017895	0.00159659725145005	-9.1	0	105
YDR395W	944	120.63	157.45	0.766147983486821	0.00108363820733647	-11.5	0	123
YDR397C	146	132.95	138.88	0.957301267281106	0.00110812194881653	-6.1	0	65
YDR398W	643	73.79	81.9	0.900976800976801	0.00121882223165224	-9.8	0	37
YDR399W	221	420.2	360.54	1.16547401120541	0.00190476603667573	-8.8	1	78
YDR400W	340	51.01	65.14	0.783082591341726	0.00102813377114986	-9	0	21
YDR404C	171	122.76	117.71	1.04290204740464	0.00126357059171153	-11.4	0	193
YDR405W	263	48.06	39.11	1.22884172845819	0.00127429373031057	NA	NA	NA
YDR406W	1529	9.1	28.26	0.322009907997169	0.000444823968490519	NA	NA	NA
YDR407C	1289	12.9	49.41	0.261080752884032	0.000333493442901024	-15.7	0	81
YDR408C	214	150.71	138.68	1.0867464666859	0.00130089727668858	-8.6	0	47
YDR410C	239	39.85	61.57	0.647230794217963	0.000718498830804248	NA	NA	NA
YDR411C	341	47.65	56.14	0.848770929818311	0.00100978509226901	-6.2	0	51
YDR412W	235	120.68	60.31	2.00099485989057	0.00259111743524899	-13.8	0	68
YDR414C	362	17.29	34.53	0.500724008108891	0.000552745748853707	NA	NA	NA
YDR415C	374	45.32	32.5	1.39446153846154	0.00179880780153823	-10.1	0	29
YDR416W	859	13.68	26.47	0.51681148469966	0.000634367517988483	-7.3	0	64
YDR419W	632	10.12	20.09	0.503733200597312	0.000576937839822785	NA	NA	NA
YDR421W	950	7.35	32.17	0.228473733291887	0.000265625298460074	NA	NA	NA
YDR422C	815	22.3	49.94	0.446535843011614	0.000535342237828918	-12.7	0	57
YDR423C	409	27.9	44.52	0.626684636118598	0.000680629434661803	NA	NA	NA
YDR424C	92	215.5	135.34	1.59228609428107	0.00231152987148545	NA	NA	NA
YDR425W	625	13.2	16.77	0.787119856887299	0.000975486420623878	NA	NA	NA
YDR427W	393	146	156.91	0.930469696004079	0.00150856219261418	NA	NA	NA
YDR428C	261	40.39	49.03	0.823781358352029	0.000986785128991557	-8.6	0	29
YDR429C	274	539.16	435.39	1.23833804175567	0.00202664261957695	-5.8	0	18
YDR430C	989	37.49	62.1	0.603703703703704	0.000820407571313295	NA	NA	NA
YDR432W	414	846.72	416.55	2.03269715520346	0.00385364774035682	-6.2	0	29
YDR434W	534	60.88	82.85	0.734821967410984	0.000995049419302866	NA	NA	NA
YDR435C	328	24.47	34.96	0.699942791762014	0.000852204350731512	NA	NA	NA
YDR436W	710	11.41	19.76	0.577429149797571	0.000664146763883271	NA	NA	NA
YDR437W	140	17.45	14.76	1.18224932249322	0.00139061261804776	-14.2	0	68
YDR439W	347	11.2	18.86	0.593849416755037	0.000679762964743386	NA	NA	NA
YDR440W	582	15.27	30.1	0.507308970099668	0.000618576039568386	-15.9	0	96
YDR441C	181	52.73	83.2	0.633774038461538	0.000801715632795212	-6	1	42
YDR443C	1420	7.42	28.49	0.26044226044226	0.000322527992272105	NA	NA	NA
YDR444W	687	8.68	28.23	0.307474318101311	0.000361888992945862	-3.6	0	66
YDR448W	434	31.77	44.34	0.716508795669824	0.000826948207653676	-8.1	0	37
YDR449C	440	63.01	72.7	0.866712517193948	0.00122199280898361	-7.1	0	30
YDR451C	353	66.9	57.3	1.16753926701571	0.00124380676474699	NA	NA	NA
YDR452W	674	55.75	112.45	0.495775900400178	0.000660090885502247	NA	NA	NA
YDR453C	196	27.34	27.87	0.980983135988518	0.00180586283463895	NA	NA	NA
YDR454C	187	696.34	539.26	1.2912880614175	0.00233358828814666	-7.4	0	17
YDR456W	633	29.85	65.93	0.452752919763385	0.000619989938412306	-15.9	1	44
YDR457W	3268	36.56	124.83	0.292878314507731	0.000379638841517554	NA	NA	NA
YDR458C	663	24.7	39.94	0.618427641462193	0.000717750623745369	-7.1	0	50
YDR459C	374	4.54	26.84	0.169150521609538	0.000187568183438019	NA	NA	NA
YDR460W	321	31.27	34.34	0.910599883517763	0.00107290038113537	-9.9	0	113
YDR461CA	80	117.59	65.83	1.78626765912198	0.00220478643811045	NA	NA	NA
YDR461W	36	1595.65	474.38	3.36365361102913	0.0074156292579716	NA	NA	NA
YDR462W	147	111.07	64.95	1.71008468052348	0.00184851794720959	-8.9	0	55
YDR463W	519	67.95	65.72	1.03393183201461	0.00129526459343412	NA	NA	NA
YDR464W	1435	15.96	39.13	0.407871198568873	0.000535080434932241	NA	NA	NA
YDR465C	412	70.77	70.72	1.00070701357466	0.00138379043623155	-11.7	0	44
YDR466W	898	12.93	32.44	0.398581997533909	0.000481205321728286	NA	NA	NA
YDR468C	224	91.11	47.24	1.92866215071973	0.00267709656916652	-8.8	0	53
YDR469W	175	48.8	62.15	0.785197103781175	0.000949044153667581	NA	NA	NA
YDR470C	502	20.7	28.82	0.718251214434421	0.000982789376693328	NA	NA	NA
YDR471W	136	2441.23	1745.69	1.3984327114207	0.00333232800668255	-5.8	0	37
YDR472W	283	43.09	42.43	1.01555503181711	0.00128065272292012	-5.9	0	71
YDR473C	469	14.75	16.89	0.873297809354648	0.00112882948837769	NA	NA	NA
YDR475C	876	8.37	22.81	0.366944322665498	0.000420430164911559	-3.1	0	33
YDR476C	224	78.21	83.05	0.941721854304636	0.00090818913318442	-12.9	0	19
YDR477W	633	72.02	86.69	0.830776329449764	0.00116870764953142	-7.4	0	282
YDR478W	198	19.47	21.13	0.921438712730715	0.00101428604786912	-4	0	41
YDR479C	554	12.9	25.76	0.500776397515528	0.000559931653324648	NA	NA	NA
YDR480W	323	22.51	27.12	0.830014749262537	0.00101090589473235	NA	NA	NA
YDR481C	566	219.68	259.55	0.84638797919476	0.00109376736217239	-6.9	0	56
YDR482C	135	49.53	35.36	1.40073529411765	0.00111135279416378	NA	NA	NA
YDR483W	442	199.97	295.29	0.677198686037455	0.00114977416123892	-9.9	0	27
YDR484W	641	14.5	24.11	0.601410203235172	0.000794192314946055	-10.6	0	30
YDR485C	795	15.44	23.09	0.668687743611953	0.000836841965322528	NA	NA	NA
YDR486C	229	75.82	61.04	1.24213630406291	0.00154418257545321	-8.1	0	10
YDR488C	533	9.82	23.27	0.422002578427159	0.000438688856524595	-8.6	0	50
YDR489W	294	18.62	24.61	0.756603006907761	0.00094916307177395	-8.4	0	10
YDR490C	766	19.39	34.37	0.564154786150713	0.000676311572911591	-14.5	0	86
YDR492W	316	49.29	40.34	1.22186415468518	0.00163525298359606	-6.3	0	155
YDR493W	123	78.22	42.01	1.86193763389669	0.0023418208190976	-9.9	0	89
YDR494W	361	43.61	43.49	1.00275925500115	0.00120047821867943	-5.6	0	65
YDR495C	1011	10.34	19.18	0.539103232533889	0.000653416240718537	NA	NA	NA
YDR496C	656	127.83	119.14	1.07293939902636	0.00172141058440947	-7.8	0	29
YDR497C	584	116.36	237.65	0.489627603618767	0.000674814469087574	-10.6	0	76
YDR498C	383	21.57	32	0.6740625	0.000805410079926698	NA	NA	NA
YDR499W	747	6.91	19.04	0.362920168067227	0.000435121767459769	NA	NA	NA
YDR500C	88	4369.54	2763.88	1.58094417992098	0.00388020579942647	NA	NA	NA
YDR501W	521	9.7	11.9	0.815126050420168	0.00097090407073582	NA	NA	NA
YDR502C	384	496.09	353.99	1.40142376903302	0.003088298305407	-10.4	0	1
YDR503C	274	19.63	32.33	0.607175997525518	0.000708725775789508	NA	NA	NA
YDR505C	841	30.28	59.46	0.509249915909855	0.000688568317739379	-6.2	0	230
YDR506C	608	12.41	18.05	0.687534626038781	0.000909359477260247	-13.1	0	19
YDR507C	1142	54.23	79.6	0.681281407035176	0.000915727762105815	-7.1	0	126
YDR508C	663	205.04	258.77	0.792363875256019	0.00110794146654857	-6.6	0	45
YDR510W	101	1301.84	702.66	1.85273105057923	0.00291395668267951	-8.4	0	47
YDR511W	133	72.73	54.77	1.32791674274238	0.00142345914110092	-4	0	26
YDR512C	187	100.17	60.8	1.64753289473684	0.00173634421674809	NA	NA	NA
YDR513W	143	363.37	204.43	1.77747884361395	0.00281085009450871	NA	NA	NA
YDR514C	483	23.26	27.41	0.848595403137541	0.00102766731164563	NA	NA	NA
YDR515W	447	30.66	31.49	0.973642426167037	0.00135929310774167	NA	NA	NA
YDR516C	500	131.18	110.83	1.18361454479834	0.00163612076010541	-9.9	0	53
YDR517W	372	81.88	109.15	0.750160329821347	0.000845681685995414	-8	0	74
YDR518W	517	73.58	72.73	1.01168706173518	0.00154115116958237	-6.8	0	26
YDR519W	135	226.82	168.43	1.34667220803895	0.0020597111932354	NA	NA	NA
YDR520C	772	8.95	16.83	0.531788472964944	0.000626923545818659	NA	NA	NA
YDR524C	482	13.78	41.25	0.334060606060606	0.000438524000171834	NA	NA	NA
YDR524CB	66	11357.99	4192.24	2.7092890674198	0.00749261207935121	-1.6	0	46
YDR525WA	79	116.38	62.3	1.86805778491172	0.00232898178525799	NA	NA	NA
YDR527W	439	41.09	62.56	0.656809462915601	0.000933590351711017	-12.1	0	13
YDR528W	423	14.26	37.7	0.378249336870026	0.000467766597052067	NA	NA	NA
YDR529C	127	256.51	198.02	1.2953742046258	0.00175106030363232	NA	NA	NA
YDR530C	325	17.9	28.47	0.628731998595012	0.000738518529982442	NA	NA	NA
YDR531W	367	64.37	97.09	0.662993099186322	0.000903100211902182	NA	NA	NA
YDR532C	385	13.78	17.64	0.781179138321995	0.000925201768883261	NA	NA	NA
YDR533C	237	40.27	31.36	1.28411989795918	0.00229243422562249	NA	NA	NA
YDR534C	528	13.15	12.68	1.03706624605678	0.0016224789974847	NA	NA	NA
YDR538W	242	18.13	32.95	0.550227617602428	0.000711845305551039	-13.1	0	64
YDR539W	503	52.17	66.14	0.788781372845479	0.00102219983625541	NA	NA	NA
YDR540C	179	6.41	8.8	0.728409090909091	0.00107158618098149	NA	NA	NA
YDR541C	344	9.62	29.47	0.326433661350526	0.000459123816902868	NA	NA	NA
YEL001C	225	308.43	275.39	1.11997530774538	0.00165858506213906	NA	NA	NA
YEL002C	430	242.71	242.3	1.00169211721007	0.00133793053663336	-14.2	0	51
YEL003W	111	219.59	187.55	1.17083444414823	0.00160024166815238	NA	NA	NA
YEL004W	342	14.44	16.26	0.888068880688807	0.00100106212910258	-11.9	0	25
YEL005C	282	7.58	17.1	0.44327485380117	0.000506471701333254	NA	NA	NA
YEL006W	335	19.09	42.9	0.444988344988345	0.00054678189938731	NA	NA	NA
YEL009C	281	27.76	894.11	0.0310476339600273	4.5468466918116e-05	NA	NA	NA
YEL011W	704	13.04	20.55	0.634549878345499	0.000893288141807397	-3.2	0	32
YEL012W	218	39.23	35.67	1.09980375665826	0.00145243977307227	-15.9	0	146
YEL013W	578	107.06	168.34	0.635974812878698	0.000979175679335362	NA	NA	NA
YEL015W	551	68.25	70.12	0.973331431831147	0.00132267754340558	-9.9	1	42
YEL016C	493	8.33	32.14	0.259178593652769	0.000295688856750453	NA	NA	NA
YEL017CA	43	3762.23	1871.32	2.01046854626681	0.00426521301635969	-6.4	0	31
YEL017W	337	59.72	61.48	0.971372804163956	0.001097883647279	-4.4	0	31
YEL018W	279	29.26	31.22	0.937219730941704	0.0010445998165377	NA	NA	NA
YEL019C	267	10.6	11.43	0.927384076990376	0.00125940178348403	NA	NA	NA
YEL020C	560	9.44	20.13	0.468951813214108	0.000554506944125769	NA	NA	NA
YEL020WA	87	210.01	116.53	1.80219685917789	0.00316932669552483	NA	NA	NA
YEL022W	1459	40.81	94.38	0.432400932400932	0.000577590952186942	NA	NA	NA
YEL024W	215	102.1	68.9	1.48185776487663	0.00262565638799533	-4.3	0	62
YEL025C	1188	5.6	34.92	0.160366552119129	0.000194915776057719	-13.2	0	18
YEL026W	126	1017.88	728.46	1.397303901381	0.00356429784391269	-8.3	0	91
YEL027W	160	1905.21	1386.33	1.3742831793296	0.00296937686483974	NA	NA	NA
YEL029C	312	20.21	38.8	0.520876288659794	0.000651803473121605	NA	NA	NA
YEL031W	1215	197.27	336.41	0.586397550607889	0.000976492421464679	-9.9	0	32
YEL032W	971	41.03	79.32	0.517271810388301	0.000697992763348189	-6.3	0	52
YEL034W	157	8062.64	4073.58	1.97925166561108	0.00565379348265908	NA	NA	NA
YEL036C	500	56.45	79.24	0.712392730943968	0.000871933550334828	-11.2	1	146
YEL037C	398	262.78	182.15	1.44265715069997	0.00208560464541899	-7.7	0	160
YEL038W	227	94.67	92.58	1.02257507020955	0.00120602364376556	-12.2	2	48
YEL040W	467	342.84	390.03	0.879009306976386	0.00131664928247878	-10.6	0	17
YEL041W	495	4.87	10.24	0.4755859375	0.000568407163929229	NA	NA	NA
YEL042W	518	160.15	188.79	0.848297049631866	0.00132452534028181	-9.2	0	85
YEL043W	956	15.59	54.41	0.286528211725786	0.000354959001117521	-13	1	14
YEL044W	166	101.48	71.75	1.41435540069686	0.00158267406669263	-8.9	0	30
YEL046C	387	578.98	444.84	1.30154662350508	0.00220560349155475	-5.6	0	103
YEL047C	470	153.28	158.12	0.969390336453327	0.00163089360264888	-11.4	0	15
YEL048C	152	33.84	52.45	0.645185891325072	0.0007881338147023	-10.6	0	22
YEL050C	393	38.53	58.73	0.656053124467904	0.000876182393402126	NA	NA	NA
YEL051W	256	499.32	500.8	0.997044728434505	0.00185769134632685	-9.4	0	51
YEL052W	509	30.58	62.56	0.488810741687979	0.000609527913845444	-6.6	0	64
YEL053C	733	14.63	32.36	0.452101359703337	0.000602186710833901	-13.8	0	47
YEL055C	1022	81.03	130.36	0.621586376189015	0.000820635478360285	NA	NA	NA
YEL056W	401	43.75	63.33	0.690825832938576	0.000930153259129345	-8.6	0	52
YEL058W	557	112.3	130.95	0.857579228713249	0.00102632122396046	-12.7	0	39
YEL059CA	74	17.77	17.29	1.02776171197224	0.000956387935069867	-9.3	0	30
YEL060C	635	105.91	96.8	1.09411157024793	0.0018067049867259	-10.77	0	56
YEL061C	1000	16.74	41	0.408292682926829	0.000522640228535286	NA	NA	NA
YEL062W	615	8.89	23.37	0.380402225074882	0.000476453644697736	-10.1	0	14
YEL063C	590	73.05	96.68	0.755585436491518	0.0012140682165002	-12.2	0	232
YEL064C	480	7.87	15.07	0.522229595222296	0.000633846841300124	NA	NA	NA
YEL065W	628	115.82	164.89	0.702407665716538	0.00103193638890406	-10.3	0	21
YEL066W	179	84.16	84.96	0.990583804143126	0.00131417623969367	NA	NA	NA
YEL071W	496	477.44	428.15	1.11512320448441	0.0016894842348168	-8	0	14
YER001W	762	54.29	76.21	0.712373704238289	0.000960068935593218	NA	NA	NA
YER002W	231	210.61	67.11	3.13828043510654	0.00459280211840923	NA	NA	NA
YER003C	429	411.29	305.16	1.34778476864596	0.00229460392314801	-1.8	0	45
YER004W	231	179.45	145.3	1.23503097040606	0.00154095160292564	-13.8	0	9
YER005W	630	17.42	44.22	0.393939393939394	0.000463180397553746	NA	NA	NA
YER006W	520	211.47	186.26	1.13534843766778	0.00170542545167786	-4.7	0	28
YER007CA	181	329.64	233.02	1.41464251995537	0.00217095149239774	-7.6	0	33
YER007W	518	7.23	9.79	0.738508682328907	0.000917817638760696	-7	0	22
YER008C	1336	22.33	48.55	0.459938208032956	0.000574794624356901	-10.6	0	67
YER009W	125	1078.43	742.17	1.4530767883369	0.00267585566404809	-6.2	0	35
YER010C	234	36.24	55.31	0.655216054962936	0.000788760796983906	-7	0	22
YER012W	198	365.48	308.47	1.18481537912925	0.00175886324763908	-4.8	0	63
YER013W	1145	13.85	24.76	0.559369951534733	0.000714877181879212	NA	NA	NA
YER014W	539	25.82	41.36	0.624274661508704	0.000794876699574147	-4.2	0	55
YER015W	744	2.03	7.14	0.284313725490196	0.000400652917234661	NA	NA	NA
YER016W	344	57.63	72.39	0.796104434314132	0.000975564488157558	-16	0	21
YER017C	761	28.66	73.79	0.388399512129015	0.000490565543915685	NA	NA	NA
YER018C	221	19.58	32.74	0.598045204642639	0.000550735803772918	NA	NA	NA
YER019CA	88	805.02	541.37	1.48700519053512	0.00191001345082109	-8.7	0	54
YER019W	477	36.46	53.03	0.687535357344899	0.000798710886892818	NA	NA	NA
YER020W	449	38.3	46.15	0.829902491874323	0.000846109692335512	NA	NA	NA
YER021W	523	162.62	209.56	0.77600687154037	0.00105368181795685	-11.5	0	12
YER022W	687	28.01	39.76	0.704476861167002	0.000901347280002763	-3.4	0	31
YER023W	286	553.19	506.09	1.09306645063131	0.00157485794491247	-2.6	0	37
YER024W	923	1.09	10.5	0.103809523809524	0.000138986174359633	NA	NA	NA
YER025W	527	487.72	367.11	1.32853912996105	0.00232262661786146	-3.4	0	27
YER026C	276	234.09	201.85	1.15972256626208	0.00167196933800693	-4.6	0	13
YER027C	417	104.49	74.24	1.40746228448276	0.00177305308917128	-7.5	0	73
YER028C	394	11.96	22.73	0.526176858776947	0.000580132494714148	NA	NA	NA
YER029C	196	74.81	43.44	1.72214548802947	0.00193825293880646	-8	0	67
YER030W	153	337.8	174.67	1.93393255853896	0.00382564773977243	-3.8	0	2
YER031C	223	269.68	168.61	1.59943063875215	0.00213571831729614	-8.7	0	35
YER032W	876	14.54	27.08	0.536927621861152	0.000656771180756692	NA	NA	NA
YER033C	1076	6.5	15.64	0.415601023017903	0.000525611045082069	NA	NA	NA
YER034W	185	50.54	30.59	1.65217391304348	0.00174357049401737	NA	NA	NA
YER035W	145	73.37	41.75	1.75736526946108	0.00183929630923154	NA	NA	NA
YER036C	610	435.1	481.18	0.904235421256079	0.00177675942738157	-6.2	0	27
YER037W	321	31.69	35.26	0.898752127056154	0.00129135478796884	NA	NA	NA
YER038C	464	5.08	16.44	0.309002433090024	0.000415115599697926	-11.9	0	11
YER040W	730	12.87	23.53	0.546961325966851	0.000625909707572789	NA	NA	NA
YER041W	759	2.25	16.28	0.138206388206388	0.000168229281168409	NA	NA	NA
YER042W	184	179.65	123.04	1.46009427828348	0.00210307401575313	-7.2	0	21
YER043C	449	1588.87	1199.03	1.32512947966273	0.00343531159361188	-5.2	0	25
YER044C	148	114.04	90.12	1.26542387927208	0.00243242586897663	-3.2	0	40
YER045C	489	5.58	11.98	0.465776293823038	0.000584979735913257	-7.7	0	152
YER046W	143	9.92	21.34	0.46485473289597	0.000549481012607347	NA	NA	NA
YER047C	897	11.8	17.83	0.661805945036456	0.000811710825732797	NA	NA	NA
YER048C	391	203.77	139.84	1.45716533180778	0.00226194281644132	-5.5	0	68
YER048WA	94	244	174.35	1.39948379696014	0.00198159829564062	-7.5	0	37
YER049W	644	131.91	153.07	0.861762592278043	0.00135654820635097	-3.4	0	19
YER050C	138	130.29	86.66	1.50346180475421	0.00187613677891053	NA	NA	NA
YER051W	492	8.59	19.91	0.431441486690105	0.000537196161767923	NA	NA	NA
YER052C	527	126.7	128.87	0.983161325366649	0.00156974746100317	NA	NA	NA
YER053C	300	25.94	32.15	0.806842923794712	0.00112254286170542	-6.9	0	91
YER053CA	37	37.3	9.31	4.00644468313641	0.00695740526490997	NA	NA	NA
YER055C	297	418.19	522.48	0.800394273465013	0.00112421456740458	-8	0	10
YER056C	533	217.89	211.91	1.02821952715776	0.00161576097167658	-0.5	0	88
YER057C	129	439.52	274.69	1.60005824747898	0.00283601438357141	-3.8	0	81
YER058W	107	45.41	22.54	2.01464063886424	0.00214269227840588	NA	NA	NA
YER059W	420	30.27	35.97	0.841534612176814	0.000933970462415223	NA	NA	NA
YER060W	528	11.01	29.92	0.36798128342246	0.000500407340562253	-11.8	0	140
YER061C	442	18.38	35.3	0.520679886685552	0.000658904515452956	-6	0	32
YER062C	250	245.82	183.47	1.33983757562544	0.00256164469890381	NA	NA	NA
YER063W	218	189.08	128	1.4771875	0.00210226395754838	-6.9	0	62
YER064C	505	114.26	122.01	0.936480616342923	0.00109130547424812	-5.1	0	91
YER067W	161	76.18	56.86	1.33978192050651	0.00184860549775032	NA	NA	NA
YER068W	587	61.24	52.65	1.16315289648623	0.00159670782542023	-5.8	0	84
YER069W	863	15.86	33.76	0.46978672985782	0.000681475542213753	-7.2	0	53
YER070W	888	258.08	350.1	0.737160811196801	0.00135933376061229	-4.2	0	54
YER071C	126	62.99	53.51	1.17716314707531	0.00127028692828052	NA	NA	NA
YER072W	129	2098.51	1371.92	1.52961542947111	0.00213170085387158	NA	NA	NA
YER073W	520	152.33	211.34	0.720781678811394	0.00113312319622372	-5.5	0	81
YER074WA	85	226.46	155.17	1.45943159115808	0.00172932400723926	NA	NA	NA
YER075C	928	12.13	28.05	0.432442067736185	0.000521538996578384	NA	NA	NA
YER076C	302	6.65	15.16	0.438654353562005	0.000545795813058473	NA	NA	NA
YER077C	688	11.07	20.32	0.544783464566929	0.000644969970816539	NA	NA	NA
YER078C	511	18.06	34.29	0.52668416447944	0.000704860578667204	NA	NA	NA
YER080W	627	104.27	129.51	0.8051115743958	0.00124284727313283	NA	NA	NA
YER081W	469	11.04	35.36	0.312217194570136	0.000582292057399146	NA	NA	NA
YER082C	554	71.01	75.16	0.944784459819053	0.00135010832873046	-6.8	0	41
YER083C	285	110.53	102.23	1.08118947471388	0.00117648102093852	-10.3	0	19
YER086W	576	164.91	202.07	0.816103330529025	0.00131450712684238	NA	NA	NA
YER087CB	82	553.17	353.51	1.56479307516053	0.00225072880626016	NA	NA	NA
YER087W	576	19.99	24.52	0.815252854812398	0.00103337945499782	-8.3	0	39
YER088C	670	47.34	63.32	0.747631080227416	0.00092981082084918	NA	NA	NA
YER089C	464	100.5	163.03	0.616450959946022	0.000761953957237876	NA	NA	NA
YER090W	507	252.56	183.47	1.37657382678367	0.00215054469825362	-7.4	0	68
YER091C	767	763.85	673.48	1.13418364316683	0.00314194895905542	-4.2	0	71
YER092W	125	122.07	92.52	1.31939040207523	0.00141064737016802	NA	NA	NA
YER093C	1430	6.89	24.61	0.279967492889069	0.00032134362624871	NA	NA	NA
YER093CA	137	28.09	25.86	1.08623356535189	0.00111667572800719	-6.4	0	14
YER094C	205	297.4	257.84	1.15342848278002	0.00145165626210269	-12.3	0	102
YER095W	400	58.21	53.4	1.09007490636704	0.00141230938107563	NA	NA	NA
YER098W	754	4.17	13.51	0.308660251665433	0.000376910597456534	NA	NA	NA
YER099C	318	82.17	65.93	1.24632185651448	0.00145940062819341	NA	NA	NA
YER100W	250	177.81	88.98	1.99831422791639	0.00286509892942167	-2.8	0	79
YER101C	430	16.98	15.11	1.12375909993382	0.00161022357957951	NA	NA	NA
YER103W	642	26	24.22	1.07349298100743	0.00155068473740251	NA	NA	NA
YER104W	208	23.36	16.8	1.39047619047619	0.00184358254185999	-8.9	0	19
YER105C	1391	40.93	101.65	0.402656173143138	0.000502921353777688	-15.6	0	22
YER107C	365	67.77	71.06	0.953701097663946	0.00120484023656775	-8.7	0	177
YER110C	1113	463.94	504.31	0.919950030735064	0.00172823726972065	-9.4	0	113
YER111C	1093	16.38	45.79	0.357720026206595	0.000467305479748792	NA	NA	NA
YER112W	187	166.13	102.64	1.6185697583788	0.00243772241303196	-2.1	0	42
