ORF	Length	RPF	mRNA	TE	IP	FEatg	FEcap
YDR408C	214	0.693023255813954	1.21212121212121	0.571744186046512	0.00072925342602967	0	-14.6
YDR410C	239	0.145833333333333	0.545454545454545	0.267361111111111	0.000316247487911982	-5.1	NA
YDR411C	341	0.134502923976608	0.212121212121212	0.634085213032581	0.000803800065042263	0	-10.4
YDR412W	235	0.788135593220339	0.272727272727273	2.88983050847458	0.00398726819632292	-0.8	-13.8
YDR415C	374	0.136	0.303030303030303	0.4488	0.000616869110833857	-3.2	-10.5
YDR416W	859	0.0523255813953488	0.242424242424242	0.215843023255814	0.000282298616719532	-2.6	-7.7
YDR424C	92	0.655913978494624	0.909090909090909	0.721505376344086	0.00111604044287114	0	NA
YDR427W	393	0.753807106598985	0.848484848484849	0.888415518491661	0.001534755065016	-3.5	NA
YDR428C	261	0.16030534351145	0.393939393939394	0.406928948913682	0.000519387120595866	-3.7	-8.6
YDR429C	274	2.41818181818182	4.63636363636364	0.52156862745098	0.000909518151314972	-1.8	-12.1
YDR432W	414	3.16867469879518	0.484848484848485	6.53539156626506	0.0132017924535312	-2.6	-10.3
YDR434W	534	0.242990654205607	0.272727272727273	0.890965732087228	0.00128553964269173	-0.2	NA
YDR441C	181	0.225274725274725	0.212121212121212	1.06200941915228	0.00143145015203138	-0.1	-5.7
YDR448W	434	0.0827586206896552	0.454545454545455	0.182068965517241	0.00022390029315622	0	-12.5
YDR449C	440	0.331065759637188	0.606060606060606	0.546258503401361	0.000820642009916883	-1.3	-11
YDR451C	353	0.30225988700565	0.303030303030303	0.997457627118644	0.00113223826358676	0	NA
YDR452W	674	0.167407407407407	0.636363636363636	0.263068783068783	0.000373206838773817	-5	NA
YDR454C	187	2.78191489361702	3.18181818181818	0.874316109422492	0.00168357138066999	-0.6	-10.7
YDR457W	3268	0.0985010706638116	0.181818181818182	0.541755888650964	0.000748253947875537	0	NA
YDR458C	663	0.126506024096386	0.393939393939394	0.321130676552363	0.000397126102486063	-3.4	-15.3
YDR461W	36	4.35135135135135	1.66666666666667	2.61081081081081	0.00613301602141047	0	NA
YDR462W	147	0.371621621621622	0.333333333333333	1.11486486486486	0.00128407454635026	0	-7.6
YDR463W	519	0.236538461538462	0.272727272727273	0.867307692307692	0.0011577152108939	0	NA
YDR465C	412	0.25181598062954	0.727272727272727	0.346246973365617	0.000510165775216294	0	-12.9
YDR468C	224	0.493333333333333	0.848484848484849	0.581428571428571	0.00085993614244863	-1.2	-10.1
YDR470C	502	0.0775347912524851	0.212121212121212	0.365521158761715	0.000532915754782575	-2.6	NA
YDR471W	136	11.3284671532847	9.24242424242424	1.22570300347014	0.00311209877526079	-0.2	-7
YDR472W	283	0.165492957746479	0.878787878787879	0.188319572608062	0.000253037756389659	-3.3	-12.8
YDR477W	633	0.233438485804416	0.212121212121212	1.10049571879225	0.0016495750654718	0	-10
YDR481C	566	0.451499118165785	1.78787878787879	0.252533405075778	0.000347725276651715	-1.6	-6.9
YDR483W	442	0.860045146726862	1.09090909090909	0.788374717832957	0.00142623496664565	-0.6	-14
YDR484W	641	0.0747663551401869	0.181818181818182	0.411214953271028	0.000578609740731389	0	-12.2
YDR486C	229	0.421739130434783	0.181818181818182	2.3195652173913	0.00307254274556413	0	-13.9
YDR492W	316	0.148264984227129	0.181818181818182	0.815457413249211	0.00116285419656274	0	-12
YDR494W	361	0.135359116022099	0.272727272727273	0.496316758747698	0.000633109017038801	0	-10.2
YDR496C	656	0.610350076103501	1.06060606060606	0.575472928897586	0.000983775783447304	-2.5	-8.8
YDR497C	584	0.422222222222222	1.03030303030303	0.409803921568627	0.00060180605832916	-1.4	-14.8
YDR500C	88	17.2022471910112	8.45454545454546	2.03467439893681	0.0053210225370778	0	NA
YDR502C	384	1.12727272727273	0.333333333333333	3.38181818181818	0.00794075820678894	-0.1	NA
YDR505C	841	0.173396674584323	0.212121212121212	0.817441465897523	0.00117770003439265	-1.1	-8.6
YDR508C	663	0.637048192771084	0.787878787878788	0.808561167747915	0.00120466691439445	-0.8	-14.8
YDR510W	101	4.93137254901961	0.848484848484849	5.81197478991597	0.00973994235690609	-2.4	-9.1
YDR512C	187	0.271276595744681	0.242424242424242	1.11901595744681	0.00125660841442568	-1.1	NA
YDR513W	143	1.42361111111111	0.636363636363636	2.23710317460317	0.00376947799247325	-0.2	NA
YDR517W	372	0.292225201072386	0.272727272727273	1.07149240393208	0.0012870750798971	0	-8.6
YDR518W	517	0.32046332046332	0.212121212121212	1.5107556536128	0.00245219626058028	-1.9	-9
YDR519W	135	0.816176470588235	1.39393939393939	0.585517902813299	0.000954215712741232	-1.3	NA
YDR524CB	66	44.3880597014925	20.4545454545455	2.17008291873964	0.00639464125971509	0	NA
YDR527W	439	0.227272727272727	0.454545454545455	0.5	0.00075726679015519	0	-15.3
YDR529C	127	0.7421875	0.909090909090909	0.81640625	0.00117591013203992	-2.2	NA
YDR531W	367	0.25	0.515151515151515	0.485294117647059	0.000704358754277284	-5	NA
YDR539W	503	0.172619047619048	0.181818181818182	0.949404761904762	0.00131096929506498	0	NA
YEL001C	225	1.01327433628319	0.666666666666667	1.51991150442478	0.00239833341007465	-3.8	NA
YEL002C	430	1.06264501160093	0.666666666666667	1.59396751740139	0.00226851016821652	-1.7	-15
YEL003W	111	1.41964285714286	1	1.41964285714286	0.0020674315497523	-0.5	NA
YEL009C	281	0.191489361702128	2.63636363636364	0.0726338958180484	0.000113339970089375	0	NA
YEL012W	218	0.200913242009132	0.303030303030303	0.663013698630137	0.000932969377035593	-0.1	-10
YEL013W	578	0.310880829015544	0.484848484848485	0.64119170984456	0.00105189055059968	0	NA
YEL015W	551	0.175724637681159	0.878787878787879	0.19996251874063	0.00028953680900064	-0.7	-13.2
YEL017CA	43	17.0909090909091	6.96969696969697	2.45217391304348	0.00554315042548808	0	NA
YEL018W	279	0.139285714285714	0.303030303030303	0.459642857142857	0.000545872217406538	0	NA
YEL020WA	87	1.21590909090909	0.878787878787879	1.38362068965517	0.00259264933680388	0	NA
YEL022W	1459	0.124657534246575	0.242424242424242	0.514212328767123	0.000731877166828085	-1.8	NA
YEL026W	126	5.67716535433071	0.909090909090909	6.24488188976378	0.0169734176852652	0	-8.3
YEL027W	160	7.3416149068323	6.39393939393939	1.14821465367519	0.00264346842940593	0	NA
YEL031W	1215	0.603618421052632	0.575757575757576	1.04838988919668	0.00186020799583889	-2.8	-13.4
YEL034W	157	24.5506329113924	4.3030303030303	5.70542877518274	0.0173655748118141	0	NA
YEL036C	500	0.197604790419162	0.606060606060606	0.326047904191617	0.000425213726523526	-4.2	-16.6
YEL037C	398	0.957393483709273	0.272727272727273	3.51044277360067	0.00540745238314254	0	-7.9
YEL038W	227	0.25	0.878787878787879	0.28448275862069	0.000357502040935914	-2.4	-13.2
YEL040W	467	1.27564102564103	1.75757575757576	0.72579575596817	0.0011583852292592	-0.2	-10.4
YEL042W	518	0.545279383429672	0.242424242424242	2.2492774566474	0.00374211645686005	0	-9.5
YEL044W	166	0.203592814371257	0.727272727272727	0.279940119760479	0.00033377978492251	-1.6	-9.6
YEL046C	387	1.88917525773196	0.848484848484849	2.22652798232695	0.00402029407367077	-0.5	-5.6
YEL047C	470	0.636942675159236	0.393939393939394	1.61685448309652	0.00289841008162411	0	-16.9
YEL048C	152	0.287581699346405	0.515151515151515	0.558246828143022	0.000726613256433507	0	-11.1
YEL051W	256	1.94163424124514	1.57575757575758	1.23219096079018	0.00244623901427686	-0.6	-12.4
YEL052W	509	0.13921568627451	0.363636363636364	0.382843137254902	0.000508669476739937	-2	-10.4
YEL055C	1022	0.263929618768328	0.333333333333333	0.791788856304985	0.00111383315251319	-1.5	NA
YEL056W	401	0.0870646766169154	0.333333333333333	0.261194029850746	0.000374723683210811	0	-10.5
YEL058W	557	0.333333333333333	0.636363636363636	0.523809523809524	0.000667950686225733	-3.2	-13.1
YEL063C	590	0.233502538071066	0.242424242424242	0.963197969543147	0.00164906214731921	0	-17.8
YEL065W	628	0.149443561208267	0.515151515151515	0.290096324698401	0.000454117109209002	0	-11.7
YEL071W	496	1.72032193158954	3.90909090909091	0.440082354592672	0.000710439662741136	-1.2	-8.3
YER001W	762	0.182175622542595	0.333333333333333	0.546526867627785	0.000784816288549327	0	NA
YER002W	231	1.25431034482759	0.666666666666667	1.88146551724138	0.00293389253021082	-0.4	NA
YER003C	429	1.53720930232558	0.636363636363636	2.4156146179402	0.00438204456639459	0	-8.4
YER004W	231	0.487068965517241	0.393939393939394	1.23640583554377	0.00164374388469607	-0.4	-16.5
YER006W	520	1.08445297504798	0.96969696969697	1.11834213051823	0.00178994716934111	-1.3	-5
YER007CA	181	1.3021978021978	0.96969696969697	1.34289148351648	0.00219586827948916	0	NA
YER009W	125	7.83333333333333	6.21212121212121	1.2609756097561	0.00247424532441441	-0.6	-6.4
YER010C	234	0.157446808510638	0.393939393939394	0.399672667757774	0.000512657351304873	0	-21.6
YER012W	198	0.924623115577889	0.393939393939394	2.34712021646695	0.00371260443360849	0	-5.4
YER013W	1145	0.0514834205933682	0.181818181818182	0.283158813263525	0.000385588736271601	0	NA
YER014W	539	0.127777777777778	0.181818181818182	0.702777777777778	0.000953463412779495	-0.2	-7.8
YER016W	344	0.188405797101449	0.666666666666667	0.282608695652174	0.00036900598835209	-1.9	-19.6
YER019CA	88	2.86516853932584	4.75757575757576	0.602232877692693	0.000824233678233037	-3.8	NA
YER019W	477	0.0815899581589958	0.212121212121212	0.384638374178123	0.00047611200327194	-1.8	NA
YER021W	523	0.568702290076336	1.06060606060606	0.536205016357688	0.000775776723979398	0	-19.3
YER022W	687	0.111918604651163	0.363636363636364	0.307776162790698	0.000419587318345388	-1.6	-7.4
YER023W	286	1.77700348432056	0.515151515151515	3.44947735191638	0.00529553779767817	0	-11.6
YER025W	527	1.83143939393939	0.757575757575758	2.4175	0.00450332701133788	-2.3	-8
YER026C	276	0.794223826714801	1.3030303030303	0.609520611199731	0.00093632053933163	0	-5.5
YER027C	417	0.409090909090909	0.181818181818182	2.25	0.00302015647942217	0	-10.7
YER030W	153	0.902597402597403	0.303030303030303	2.97857142857143	0.00627817801840796	0	-6.1
YER031C	223	0.8125	0.96969696969697	0.837890625	0.00119214160798107	-3.7	-9.7
YER035W	145	0.23972602739726	0.181818181818182	1.31849315068493	0.00147037967745911	0	NA
YER036C	610	1.88707037643208	1.24242424242424	1.51886152249411	0.00318000092696368	0	-8.7
YER042W	184	0.724324324324324	0.545454545454545	1.32792792792793	0.00203802786017768	-0.4	-7.4
YER043C	449	5.95777777777778	0.696969696969697	8.54811594202898	0.023612402456101	0	-7.5
YER044C	148	0.322147651006711	0.575757575757576	0.559519604380078	0.00114599005604288	-1.6	-3.2
YER048C	391	0.89030612244898	0.303030303030303	2.93801020408163	0.00485946036755471	-1.4	-11.3
YER048WA	94	1.41052631578947	1.27272727272727	1.10827067669173	0.00167207418293379	-1.7	NA
YER049W	644	0.458914728682171	0.484848484848485	0.946511627906977	0.00158757956590746	-0.8	-7.1
YER050C	138	0.453237410071942	0.575757575757576	0.787201817493374	0.00104669497540404	-3.9	NA
YER052C	527	0.556818181818182	0.212121212121212	2.625	0.00446576909660305	0	NA
YER055C	297	2.03691275167785	5.03030303030303	0.404928438586561	0.000606017922100895	-2	-11.2
YER056C	533	0.928838951310861	2.24242424242424	0.414211964773763	0.000693546938911419	-0.7	-2.68
YER057C	129	1.63076923076923	0.818181818181818	1.99316239316239	0.00376423972977701	0	-3.8
YER062C	250	0.434262948207171	0.393939393939394	1.10235979160282	0.00224570164343692	0	NA
YER063W	218	0.872146118721461	0.181818181818182	4.79680365296804	0.00727386967978198	-2.9	-8.3
YER064C	505	0.395256916996047	0.363636363636364	1.08695652173913	0.00134965157914489	-0.7	-5.1
YER070W	888	0.737907761529809	1	0.737907761529809	0.00144986610070545	-3.2	-8.8
YER071C	126	0.283464566929134	0.757575757575758	0.374173228346457	0.000430229153562155	-1.9	NA
YER072W	129	6.43846153846154	1.93939393939394	3.31983173076923	0.00492971745292982	0	NA
YER073W	520	0.900191938579655	0.575757575757576	1.56349126174361	0.00261897168351734	0	-12
YER074WA	85	0.976744186046512	1.66666666666667	0.586046511627907	0.00073992323690299	-0.9	NA
YER077C	688	0.0493468795355588	0.424242424242424	0.116317644619531	0.000146731423297012	-1	NA
YER078C	511	0.06640625	0.272727272727273	0.243489583333333	0.000347212459462781	-6	NA
YER080W	627	0.436305732484076	0.181818181818182	2.39968152866242	0.00394709205824677	-0.6	NA
YER081W	469	0.1	0.878787878787879	0.113793103448276	0.000226131958740135	0	NA
YER082C	554	0.263063063063063	0.575757575757576	0.456899004267425	0.00069569365134933	-2.4	-6.9
YER083C	285	0.479020979020979	0.212121212121212	2.25824175824176	0.0026182764744383	-1.8	-10.3
YER086W	576	0.629116117850953	0.393939393939394	1.59698706839088	0.00274082399456171	-1.1	NA
YER087CB	82	2.13253012048193	0.757575757575758	2.81493975903614	0.00431417057532388	0	NA
YER088C	670	0.23397913561848	0.303030303030303	0.772131147540984	0.00102319939377898	0	NA
YER090W	507	1.05708661417323	0.424242424242424	2.49170416197975	0.00414770057345783	-1	-9.1
YER091C	767	2.9609375	0.393939393939394	7.51622596153846	0.0221859243192308	0	-4.9
YER092W	125	0.492063492063492	0.545454545454545	0.902116402116402	0.0010277078542253	-0.9	NA
YER094C	205	0.966019417475728	3.03030303030303	0.31878640776699	0.000427498769993199	0	-14
YER095W	400	0.187032418952618	0.303030303030303	0.617206982543641	0.000852052363840346	-0.7	NA
YER099C	318	0.253918495297806	0.818181818181818	0.310344827586207	0.000387213760522034	-2.6	NA
YER100W	250	0.625498007968127	0.606060606060606	1.03207171314741	0.00157669492727085	-0.2	-3.7
YER103W	642	0.191290824261275	0.272727272727273	0.701399688958009	0.00107957253063333	0	NA
YER105C	1391	0.107758620689655	0.272727272727273	0.395114942528736	0.000525836976167302	0	-20
YER107C	365	0.30327868852459	0.606060606060606	0.500409836065574	0.000673604486671464	0	-8.7
YER110C	1113	1.51346499102334	0.393939393939394	3.84187266952078	0.00769031357549496	0	-9.9
YER112W	187	0.707446808510638	0.515151515151515	1.37327909887359	0.00220380717280414	-1.5	-4.4
YER118C	367	0.209239130434783	0.181818181818182	1.1508152173913	0.0017505548715761	-0.6	NA
YER120W	244	2.30204081632653	0.727272727272727	3.16530612244898	0.00448933061615905	-1.3	-6.9
YER122C	493	0.769230769230769	0.727272727272727	1.05769230769231	0.00157575497020763	0	NA
YER123W	524	0.112380952380952	0.333333333333333	0.337142857142857	0.000503288638396271	0	NA
YER124C	573	0.656794425087108	2.33333333333333	0.281483325037332	0.000394227118096688	-3	-10.8
YER125W	809	0.493827160493827	0.212121212121212	2.32804232804233	0.00361336558328118	0	-9.9
YER126C	261	1.08778625954198	1.63636363636364	0.664758269720102	0.00123926086610876	-3.3	-5.8
YER127W	357	0.35195530726257	1.03030303030303	0.341603680578377	0.00049903921288881	0	-8.8
YER129W	1142	0.041994750656168	0.242424242424242	0.173228346456693	0.000220362904901281	-0.3	NA
YER130C	443	0.0990990990990991	0.545454545454545	0.181681681681682	0.000226362679315866	-0.3	-8.9
YER131W	119	10.1833333333333	4.60606060606061	2.21085526315789	0.00600969151063467	-0.4	-2
YER133W	312	1.4888178913738	2.75757575757576	0.539900993575115	0.000854477803004086	0	-6
YER134C	178	0.251396648044693	0.424242424242424	0.592577813248204	0.000769817299370127	0	-12.2
YER136W	451	0.670353982300885	0.454545454545455	1.47477876106195	0.00266097015506688	-2.6	NA
YER143W	428	0.17016317016317	0.303030303030303	0.561538461538462	0.000689654020180457	0	NA
YER145C	404	0.577777777777778	0.848484848484849	0.680952380952381	0.000884226835353931	-2.2	-13.4
YER146W	93	1.40425531914894	1.36363636363636	1.02978723404255	0.00113019633498346	0	NA
YER148W	240	0.721991701244813	1.48484848484848	0.486239309001609	0.000762600579096311	0	NA
YER149C	420	0.144893111638955	0.212121212121212	0.68306752629793	0.000812021389994575	-2.1	-16
YER151C	912	0.185104052573932	0.333333333333333	0.555312157721796	0.00085184210456422	0	-7.5
YER152C	443	0.0945945945945946	0.606060606060606	0.156081081081081	0.000170146827956457	-3.6	NA
YER155C	2167	0.123154981549815	0.363636363636364	0.338676199261993	0.000466687939897244	0	-11.9
YER156C	338	0.820058997050148	0.515151515151515	1.59187922956793	0.00227377688265523	-0.4	-7.7
YER157W	801	0.0748129675810474	0.333333333333333	0.224438902743142	0.000332579104036385	-1	-12.4
YER159C	142	0.566433566433566	0.515151515151515	1.09954751131222	0.00139046385444729	0	NA
YER165W	577	6.55017301038062	0.272727272727273	24.0173010380623	0.0613365678598952	0	-13.4
YER167W	851	0.0833333333333333	0.181818181818182	0.458333333333333	0.000640378992062955	-0.4	NA
YER168C	546	0.188299817184644	0.363636363636364	0.51782449725777	0.000684725040856582	-2.1	NA
YER169W	796	0.0652446675031368	0.212121212121212	0.307582003943359	0.000385610454030631	-1.9	NA
YER174C	244	0.261224489795918	0.454545454545455	0.574693877551021	0.000750700798627056	0	NA
YER177W	267	5.3544776119403	5.84848484848485	0.915532441419844	0.00160182692457177	0	-2.8
YER178W	420	3.04275534441805	0.696969696969697	4.36569245068677	0.00763292270012734	-1.3	-14.7
YER183C	211	0.259433962264151	0.666666666666667	0.389150943396226	0.000508802369992638	-3	-10.2
YFL001W	442	0.0970654627539503	0.242424242424242	0.400395033860045	0.000555172593436058	0	-14.4
YFL002C	606	0.133443163097199	0.272727272727273	0.489291598023064	0.000637009679059208	-1.1	NA
YFL004W	828	0.74788902291918	0.303030303030303	2.46803377563329	0.00392395655290878	0	NA
YFL005W	215	1.40277777777778	1.06060606060606	1.32261904761905	0.00209417293793826	0	NA
YFL007W	2143	0.0848880597014925	0.272727272727273	0.311256218905473	0.000427809451466724	0	-11.6
YFL008W	1225	0.132137030995106	0.181818181818182	0.726753670473083	0.00107004347657923	0	-11.4
YFL010C	211	1.73584905660377	0.727272727272727	2.38679245283019	0.0031660567530542	0	NA
YFL013C	692	0.125541125541126	0.212121212121212	0.591836734693878	0.000786100728788546	-1.3	NA
YFL016C	511	0.216796875	0.272727272727273	0.794921875	0.00116445618737329	0	-4.2
YFL017C	159	0.4	0.515151515151515	0.776470588235294	0.00110633700733089	0	NA
YFL017WA	77	0.717948717948718	0.363636363636364	1.97435897435897	0.00259961990091003	-0.5	NA
YFL018C	499	1.062	0.363636363636364	2.9205	0.00528141602657387	-1.7	NA
YFL022C	503	1.51587301587302	0.484848484848485	3.12648809523809	0.00516346061069526	0	-10.4
YFL023W	796	0.135508155583438	0.272727272727273	0.496863237139272	0.00068025342912982	-2.6	-13.6
YFL026W	431	0.925925925925926	1.87878787878788	0.492831541218638	0.000628738606367521	0	NA
YFL028C	289	0.210344827586207	0.909090909090909	0.231379310344828	0.000310681185644611	-1.3	-12.2
YFL034CA	122	2.3739837398374	6.18181818181818	0.384026781444285	0.000757530220244571	0	NA
YFL034CB	287	0.197916666666667	0.181818181818182	1.08854166666667	0.00134429451527979	-0.5	NA
YFL034W	1073	0.0502793296089385	0.272727272727273	0.184357541899441	0.00026129793848924	0	-13
YFL037W	457	1.45851528384279	0.393939393939394	3.70238495129325	0.00603430599700469	0	-7.2
YFL038C	206	1.85024154589372	2.03030303030303	0.91131300021631	0.00139122248749678	0	-8
YFL039C	375	12.3324468085106	2.03030303030303	6.07419021911718	0.0160421803627457	0	NA
YFL045C	254	5	4.42424242424242	1.13013698630137	0.0029569618358486	0	NA
YFL046W	207	0.254807692307692	0.696969696969697	0.36559364548495	0.000454913053474699	0	-19.4
YFL047W	714	0.0601398601398601	0.484848484848485	0.124038461538462	0.000155643338689214	-1.8	-18
YFL048C	445	0.524663677130045	0.939393939393939	0.558512946622306	0.000853231767184231	0	NA
YFL049W	623	0.0865384615384615	0.303030303030303	0.285576923076923	0.000388225136050546	-4	-10.8
YFR001W	204	0.882926829268293	0.757575757575758	1.16546341463415	0.00171379510981028	-0.8	-10.3
YFR002W	839	0.242857142857143	0.333333333333333	0.728571428571429	0.00102615469387846	-2.1	NA
YFR003C	155	0.358974358974359	0.272727272727273	1.31623931623932	0.00158747479542333	-0.3	NA
YFR004W	306	0.749185667752443	1.21212121212121	0.618078175895765	0.000984286134075196	0	-8.2
YFR005C	448	0.106904231625835	0.242424242424242	0.44097995545657	0.000573028931835872	-5.8	NA
YFR006W	535	0.378731343283582	0.454545454545455	0.833208955223881	0.00139414530993765	-3.7	NA
YFR009W	752	0.559096945551129	0.757575757575758	0.73800796812749	0.00132346589492558	-3.4	NA
YFR010W	499	0.564	0.515151515151515	1.09482352941176	0.00173493823360152	-0.7	NA
YFR011C	170	0.508771929824561	0.363636363636364	1.39912280701754	0.00228096891517827	-2.3	-11.3
YFR018C	363	0.107142857142857	0.212121212121212	0.505102040816326	0.000533788651294377	-3.2	-18.5
YFR024CA	459	0.528260869565217	0.484848484848485	1.08953804347826	0.00174973287390472	-1.2	NA
YFR025C	335	0.107142857142857	0.606060606060606	0.176785714285714	0.000233768788108705	-0.2	-13.3
YFR028C	551	0.164855072463768	0.242424242424242	0.680027173913043	0.000884884429569024	0	-12
YFR031C	1170	0.0512382578992314	0.242424242424242	0.21135781383433	0.000286814829950388	-0.6	NA
YFR032CA	59	41.3	33.0909090909091	1.24807692307692	0.00363648746987039	-0.8	NA
YFR033C	147	0.351351351351351	0.878787878787879	0.399813606710158	0.000574105284667046	0	NA
YFR034C	312	0.249201277955272	0.333333333333333	0.747603833865815	0.000823459534897629	0	-15.6
YFR037C	557	0.43010752688172	0.575757575757576	0.747028862478778	0.000961069963378179	0	-14.6
YFR038W	853	0.0725995316159251	0.242424242424242	0.299473067915691	0.000444557679659256	0	NA
YFR039C	510	0.10958904109589	0.303030303030303	0.361643835616438	0.000482774533311047	-3.9	-12.4
YFR041C	295	0.216216216216216	0.303030303030303	0.713513513513514	0.00103618155054645	-0.2	-13.7
YFR044C	481	1.20954356846473	0.363636363636364	3.32624481327801	0.00581575786950583	-2.7	-8.7
YFR047C	295	0.236486486486486	0.545454545454545	0.433558558558559	0.00062014302263822	0	-7.3
YFR049W	123	0.564516129032258	0.181818181818182	3.10483870967742	0.00372757032609396	0	NA
YFR050C	266	1.0374531835206	0.757575757575758	1.36943820224719	0.0019612849640984	0	-10.2
YFR052W	274	0.978181818181818	0.787878787878788	1.24153846153846	0.00164139423941606	0	NA
YFR055W	340	0.662756598240469	1.36363636363636	0.486021505376344	0.000659815228292322	0	NA
YGL001C	349	0.368571428571429	0.878787878787879	0.419408866995074	0.000651642453290195	-2.2	-6.4
YGL008C	918	10.9825897714908	3.33333333333333	3.29477693144723	0.00990097529248973	-0.1	NA
YGL009C	779	3.58461538461538	2.24242424242424	1.5985446985447	0.00326682595594465	0	NA
YGL011C	252	0.972332015810277	1.06060606060606	0.916770186335404	0.00145233187074243	0	-12.7
YGL012W	473	0.938818565400844	1.42424242424242	0.659170482089954	0.00105703608567406	-1.1	-16.7
YGL014W	888	0.230596175478065	0.333333333333333	0.691788526434196	0.000996219354635773	-2.5	NA
YGL017W	503	0.0654761904761905	0.303030303030303	0.216071428571429	0.000289237682881003	-2.4	NA
YGL019W	278	0.293906810035842	0.575757575757576	0.510469722693831	0.000633809591019221	-0.8	-11.6
YGL020C	235	0.483050847457627	0.818181818181818	0.590395480225989	0.000880440496936154	-1.7	-11.2
YGL021W	760	0.105124835742444	0.272727272727273	0.385457731055629	0.000501471232303875	-2.2	NA
YGL022W	718	0.425591098748261	0.696969696969697	0.610630706899679	0.000947387234720354	0	-10.4
YGL026C	707	1.59604519774011	0.333333333333333	4.78813559322034	0.00891380452304367	-1	-9.5
YGL027C	833	0.241007194244604	0.272727272727273	0.883693045563549	0.00124496968863812	-5	-15.1
YGL028C	542	0.56353591160221	0.484848484848485	1.16229281767956	0.00194539812085711	0	-7.1
YGL029W	120	0.818181818181818	0.878787878787879	0.931034482758621	0.00165006295825513	0	-7.2
YGL030W	105	22.6509433962264	22.2727272727273	1.01698113207547	0.00342440064189951	0	-6.47
YGL032C	87	0.443181818181818	0.272727272727273	1.625	0.00181450546594153	0	NA
YGL037C	216	0.866359447004608	0.909090909090909	0.952995391705069	0.001714522757869	0	NA
YGL039W	348	0.260744985673352	0.515151515151515	0.506152031012978	0.000821413967975137	-2.8	NA
YGL040C	342	0.641399416909621	0.696969696969697	0.920268728609456	0.00147796207279772	0	NA
YGL041WA	154	0.335483870967742	0.363636363636364	0.92258064516129	0.0012226136524886	-1.3	NA
YGL043W	309	0.638709677419355	0.666666666666667	0.958064516129032	0.00148371098128476	-1	-8.6
YGL044C	296	0.208754208754209	0.424242424242424	0.492063492063492	0.000569732275710799	0	NA
YGL048C	405	0.908866995073892	1.66666666666667	0.545320197044335	0.000883227085124134	-2.8	-15.4
YGL054C	138	1.7841726618705	4.09090909090909	0.436131095123901	0.00080394636443914	0	NA
YGL055W	510	1.04500978473581	1.36363636363636	0.766340508806262	0.00185049053924242	0	NA
YGL056C	527	0.15719696969697	0.303030303030303	0.51875	0.000623340033862222	-0.4	-9.7
YGL058W	172	0.947976878612717	0.606060606060606	1.56416184971098	0.00277990692516467	0	-8
YGL061C	247	0.173387096774194	0.363636363636364	0.476814516129032	0.000630415789565546	-3.3	-10.9
YGL068W	194	0.917948717948718	1.66666666666667	0.550769230769231	0.000879357278413322	0	-9.1
YGL070C	122	1.27642276422764	1.24242424242424	1.02736466389054	0.0013539293161211	-2.4	-11.5
YGL077C	563	0.292553191489362	0.727272727272727	0.402260638297872	0.000618231378813233	-2.1	NA
YGL078C	523	0.818702290076336	1.27272727272727	0.643266085059978	0.00114520485838445	0	NA
YGL080W	130	0.564885496183206	0.484848484848485	1.16507633587786	0.00166027220733022	-0.2	-6.5
YGL082W	381	0.201570680628272	0.303030303030303	0.665183246073298	0.00089547099623561	-0.7	-10.7
YGL084C	560	0.153297682709447	0.181818181818182	0.843137254901961	0.00126062764776661	-6.8	NA
YGL086W	749	0.0746666666666667	0.272727272727273	0.273777777777778	0.000377381818923748	-1.4	NA
YGL087C	137	0.710144927536232	0.212121212121212	3.34782608695652	0.00525085568054733	-2	NA
YGL091C	328	0.179331306990881	0.666666666666667	0.268996960486322	0.000352941655849973	0	-9.7
YGL093W	917	0.065359477124183	0.424242424242424	0.15406162464986	0.000189703725840577	-5.6	-18.7
YGL095C	577	0.103806228373702	0.242424242424242	0.428200692041522	0.000587701638420152	-0.4	-13.8
YGL097W	482	0.440993788819876	0.454545454545455	0.970186335403727	0.00161209356064484	0	-11.9
YGL098W	245	0.146341463414634	0.515151515151515	0.284074605451937	0.000366688371991389	-0.5	NA
YGL100W	349	0.317142857142857	0.787878787878788	0.402527472527473	0.000532222711449318	0	-12.2
YGL101W	215	0.458333333333333	1.15151515151515	0.398026315789474	0.000571787339600531	-4.5	-11.6
YGL103W	149	44.4066666666667	48.2424242424242	0.920489949748744	0.0027184695316195	0	-7.7
YGL105W	376	4.26790450928382	1.12121212121212	3.80650942719908	0.00813054539429768	-0.1	-8
YGL106W	149	2.34	2.12121212121212	1.10314285714286	0.00179230195382211	0	-3.8
YGL107C	646	0.112828438948995	0.333333333333333	0.338485316846986	0.000465120321950313	-3.5	-13.1
YGL110C	624	0.0752	0.242424242424242	0.3102	0.000433546435235492	-1.2	-10.1
YGL111W	463	0.316810344827586	0.303030303030303	1.04547413793103	0.00131806868987898	-1	NA
YGL112C	516	0.203094777562863	0.454545454545455	0.446808510638298	0.000646236300066412	-2.4	NA
YGL114W	725	0.0495867768595041	0.212121212121212	0.233766233766234	0.00027869217882034	0	-7.8
YGL115W	322	0.359133126934985	0.848484848484849	0.423264042459089	0.000552532101400459	0	-10.7
YGL119W	501	0.107569721115538	0.363636363636364	0.295816733067729	0.00039294918973396	-3.3	-16.2
