,gene,experimental translation rate per transcript [s^-1],modelled translation rate [s^-1],transcript abundance,initiation rate [s^-1],ORF length [nts],CAI
963,YBR152W,0.0628706932337,0.042372881356,1.0,1.37746588787e-06,876.0,0.725395786066
964,YDR292C,0.0856632076391,0.254237288136,6.0,1.17768897338e-06,1866.0,0.762635640347
965,YHR126C,0.14186344697,,,,480.0,0.743124259896
966,YMR194W,0.0260548698473,,,,303.0,0.802574050669
967,YMR167W,0.00843817394726,0.0353117319699,1.0,9.09339665078e-07,2310.0,0.724114172038
968,YOR249C,0.0290209824189,0.0240119777395,1.0,6.42510963738e-07,2058.0,0.741899073061
969,YER117W,0.28103837897,,,,414.0,0.844439610766
970,YOR301W,0.0446515846539,0.140960451977,7.0,5.2064641091e-07,1308.0,0.616516483362
971,YKL218C,0.0678073394495,0.0429378531074,1.0,1.20322724576e-06,981.0,0.695839826235
972,YOR140W,0.079965142955,0.0274019040086,1.0,8.38570351477e-07,2301.0,0.691663643717
973,YAR070C,0.147286666667,,,,300.0,
974,YOR276W,0.250233532859,3.83570157349,38.0,3.30483933213e-06,486.0,0.8118911311
975,YMR309C,0.0684763042479,1.56497175141,22.0,2.05932863799e-06,2439.0,0.811328721654
976,YOR089C,0.17451672172,0.580508474577,5.0,3.77510995677e-06,633.0,0.738293430275
977,YMR180C,0.0194755026905,0.0127118644068,1.0,4.36633839838e-07,963.0,0.714092339592
978,YGL163C,0.0559275626117,0.0282493855759,1.0,7.88634363792e-07,2697.0,0.729999679884
979,YDR417C,0.21243572825,,,,372.0,
980,YDL056W,0.023521146719,0.0570637588633,2.0,8.5331920203e-07,2502.0,0.750997117302
981,YBL021C,0.148559874608,0.131355932203,2.0,1.87240440641e-06,435.0,0.616912530367
982,YHR215W,0.214993352327,,,,1404.0,0.756337407416
983,YLL045C,0.150974869316,,,,771.0,0.826594482854
984,YOR209C,0.129672163495,0.811299435029,13.0,1.87207539867e-06,1290.0,0.76819019586
985,YLR007W,0.0668881395558,0.0435028248588,2.0,6.02759436301e-07,1011.0,0.68328279396
986,YNL261W,0.0145601851852,0.0590395480226,2.0,7.7375795113e-07,1440.0,0.754855408572
987,YMR054W,0.0451493373692,0.170908782734,5.0,9.21996749832e-07,2673.0,0.736080348409
988,YDR065W,0.0572998012916,0.0211870391819,1.0,6.21603856278e-07,1098.0,0.746487937359
989,YNL305C,0.130289187174,0.15988700565,3.0,1.50199675795e-06,894.0,0.626133016965
990,YKR078W,0.0360194952942,0.0322042995565,1.0,8.95950051079e-07,1758.0,0.73182061944
991,YOR191W,0.00849129567278,0.0508488940366,3.0,4.50319296822e-07,4860.0,0.732772522599
992,YDR272W,0.136792011019,0.664971751413,7.0,3.02760658583e-06,825.0,0.750240398323
993,YML020W,0.0317252221463,0.0248594593068,1.0,7.75689705758e-07,1995.0,0.714335399582
994,YOR294W,0.164340354526,1.13785310735,11.0,2.96344676558e-06,612.0,0.765260117337
995,YEL062W,0.0318911515152,0.0211870391819,1.0,6.12583257469e-07,1848.0,0.746368377467
996,YPR031W,0.0255402759235,0.0220345207492,1.0,6.19910954804e-07,2247.0,0.752219038472
997,YLR038C,0.311417748918,1.28421706828,7.0,6.05992791565e-06,252.0,0.814122035434
998,YNL096C,0.130082980128,,,,573.0,0.8109201677
999,YDR038C,0.0166993006993,,,,3276.0,0.746407059222
1000,YDL187C,0.287766023875,,,,330.0,
1001,YBR024W,0.119212234932,0.0669491525424,1.0,1.83345064798e-06,906.0,0.730228414101
1002,YER171W,0.0607996395275,0.104805220487,3.0,9.32940171986e-07,2337.0,0.756685038684
1003,YDL047W,0.0664800893551,0.233333333333,5.0,1.44423863095e-06,936.0,0.678471753882
1004,YML046W,0.0272741702742,0.0669510438148,3.0,6.24383799366e-07,1890.0,0.747007820271
1005,YGL124C,0.0265168898285,0.0254244470183,1.0,6.94648149692e-07,1935.0,0.728256673789
1006,YMR276W,0.150412277859,1.73107344633,20.0,2.6531397226e-06,1122.0,0.679635612488
1007,YEL059W,0.337674051192,,,,309.0,
1008,YMR149W,0.0853001794953,0.750282485876,13.0,1.72451675713e-06,861.0,0.733552169835
1009,YLR165C,0.0278861160626,,0.0,8.23061003352e-07,765.0,0.746690888336
1010,YCR069W,0.2544784649,0.275988700565,6.0,1.37408388585e-06,957.0,0.711568467169
1011,YKL223W,0.2789000273,,,,333.0,
1012,YLR138W,0.110914090192,0.0892680584198,5.0,5.22214881227e-07,2958.0,0.729041913445
1013,YKL027W,0.166456989538,0.157344632768,3.0,1.38440466415e-06,1344.0,0.72810931656
1014,YJL173C,0.323158676193,0.764710867539,11.0,2.07533754508e-06,369.0,0.706779802022
1015,YDR309C,0.0883455597643,0.290677966102,4.0,2.1876520257e-06,1152.0,0.713048618984
1016,YLR386W,0.0237465345854,0.0963304048138,3.0,9.25326825767e-07,2643.0,0.726590848462
1017,YLR371W,0.0145066211116,0.0516963756039,3.0,4.74718758746e-07,4071.0,0.756379378226
1018,YDL169C,0.17616649531,,,,672.0,0.705260308146
1019,YLR423C,0.0572566333188,,0.0,1.27403913167e-06,1254.0,0.762731303635
1020,YMR072W,0.211661517347,2.37429378531,21.0,3.42944372541e-06,552.0,0.762691873751
1021,YJR033C,0.0145101977061,0.0437865476426,2.0,6.39487637261e-07,4074.0,0.740964835888
1022,YKR056W,0.109948437449,0.168648831888,3.0,1.61331177465e-06,1920.0,0.752510964753
1023,YGL011C,0.157440336168,1.49943502825,20.0,2.16647803937e-06,759.0,0.768410559749
1024,YIR036C,0.145119693144,0.187288135593,3.0,1.73913367567e-06,792.0,0.611683095826
1025,YMR123W,0.208154225179,0.862171247776,12.0,2.10073300094e-06,369.0,0.679957613751
1026,YGR209C,0.26656969697,9.46806406961,57.0,5.14217232083e-06,315.0,0.80036848688
1027,YNL050C,0.12304649691,0.126836158192,2.0,1.99077853965e-06,813.0,0.734433767328
1028,YMR304C-A,0.756231252698,,,,351.0,
1029,YLR240W,0.0244733637747,0.0418090906523,2.0,6.17927556374e-07,2628.0,0.729853837697
1030,YOR039W,0.090255996256,0.409604519774,8.0,1.56224148612e-06,777.0,0.747138376275
1031,YDL234C,0.101648336105,0.0395491398062,1.0,1.16134332718e-06,2241.0,0.73278489431
1032,YGL080W,0.175857737682,0.347467442583,4.0,2.52684503145e-06,393.0,0.750105605246
1033,YNL136W,0.0584031156637,0.045197740113,1.0,1.46544965856e-06,1278.0,0.74083897293
1034,YKL049C,0.262688442395,0.150564971752,2.0,2.27340810347e-06,690.0,0.717113154068
1035,YBL002W,0.276095867769,12.8305884347,70.0,5.73892764002e-06,396.0,0.837106493886
1036,YNR038W,0.101990025653,0.157349077658,4.0,1.11397063855e-06,1890.0,0.746106494875
1037,YGL140C,0.00542353866534,0.0793807734682,5.0,4.69648290058e-07,3660.0,0.734744702413
1038,YCL029C,0.10856309123,0.0957627118645,2.0,1.21050697431e-06,1323.0,0.684621559353
1039,YFL038C,0.301378129117,2.8697740113,35.0,2.49981410219e-06,621.0,0.658331186894
1040,YNR012W,0.0991797657853,0.100282485876,2.0,1.40854051704e-06,1506.0,0.756361910787
1041,YNL110C,0.161430467572,1.10706214689,11.0,3.10073561321e-06,663.0,0.774698960143
1042,YAL068C,0.0552823274063,,,,363.0,0.763339067301
1043,YDR367W,0.17041904048,0.222598870057,6.0,1.06808691659e-06,666.0,0.762772844804
1044,YIL053W,0.194304330065,23.452922399,152.0,4.96370723282e-06,753.0,0.80974368359
1045,YPL059W,0.173452137267,0.771468926554,11.0,2.28879175733e-06,453.0,0.715942655111
1046,YGL253W,0.184994617634,16.6016949153,118.0,4.18852977279e-06,1461.0,0.83714641827
1047,YHL032C,0.0198410157917,0.0146892655367,2.0,1.66602573609e-07,2130.0,0.674747275154
1048,YAR002C-A,0.180495968779,,,,660.0,0.794820780251
1049,YOR337W,0.025577830941,0.0231644961722,1.0,5.79655882736e-07,2280.0,0.70139002595
1050,YMR010W,0.0559556650246,0.141242937853,5.0,7.76604010701e-07,1218.0,0.756349067648
1051,YOR097C,0.132764634986,0.0765536723164,2.0,1.12902855429e-06,528.0,0.725279138501
1052,YHR118C,0.0510054211843,0.0553672316385,1.0,1.57486465473e-06,1308.0,0.744779851649
1053,YGL075C,0.0485612308654,0.0324858757062,1.0,1.00308577814e-06,1164.0,0.709530424228
1054,YOL023W,0.00868161675843,0.024576965451,1.0,6.14968602532e-07,2031.0,0.745348609247
1055,YPL253C,0.0330035540591,0.0353117319699,1.0,9.65882053685e-07,1944.0,0.73712993299
1056,YOR259C,0.125913956921,1.0802259887,15.0,2.18452076886e-06,1314.0,0.756852584493
1057,YER154W,0.085195849312,0.120338983051,5.0,6.79261115098e-07,1209.0,0.675206738868
1058,YBR300C,0.174842631131,,,,498.0,
1059,YEL036C,0.153949569548,0.2,5.0,1.12105742186e-06,1503.0,0.664593797386
1060,YBR260C,0.102970546545,0.112715048448,3.0,9.86973923035e-07,2001.0,0.738763777829
1061,YAL042W,0.211621442793,0.594350282486,18.0,9.50407772261e-07,1248.0,0.637738925781
1062,YAL035W,0.0353925425743,2.36532105427,28.0,2.5440719502e-06,3009.0,0.796536013496
1063,YNL286W,0.128068111182,0.075988700565,2.0,9.98996647712e-07,858.0,0.71118144477
1064,YDR001C,0.11046505346,0.249724568491,6.0,1.23740721335e-06,2256.0,0.750341489822
1065,YIL162W,0.0846924782535,0.265254237288,5.0,1.59249657202e-06,1599.0,0.778650153537
1066,YOL141W,0.0288695141066,0.046893980056,1.0,1.2310206677e-06,2088.0,0.726949077355
1067,YHR145C,0.310405058993,,,,357.0,
1068,YBR195C,0.0151493898799,0.046893980056,1.0,1.25105979674e-06,1269.0,0.719215745987
1069,YIL039W,0.182244992115,0.375423728814,8.0,1.40279434589e-06,1422.0,0.75997721801
1070,YGR122W,0.0527678020904,0.0607344632769,2.0,7.94700493291e-07,1209.0,0.700360042736
1071,YMR315W,0.177963838384,1.45790960452,15.0,2.90455680122e-06,1050.0,0.774256327287
1072,YGR213C,0.0217561463694,,,,954.0,0.727454444972
1073,YDR384C,0.0831741326307,0.717514124294,8.0,2.72820133436e-06,828.0,0.674377100499
1074,YML007W,0.0308343806731,0.195203254329,5.0,1.0917008289e-06,1953.0,0.747562640444
1075,YER063W,0.176638577556,0.706497175142,8.0,2.70291080256e-06,657.0,0.751665085225
1076,YDR481C,0.0882789624641,0.887853107345,18.0,1.40627232279e-06,1701.0,0.723579038514
1077,YER014W,0.0666593808455,0.0771208226222,2.0,1.02198432802e-06,1620.0,0.711761229825
1078,YPR041W,0.136428247997,2.43050847458,21.0,3.45556624139e-06,1218.0,0.777695787661
1079,YNL213C,0.0363799389241,0.0384180790961,2.0,5.6805458582e-07,645.0,0.706888047837
1080,YBR058C,0.0894888926579,0.172038758157,4.0,1.21896446883e-06,2346.0,0.754962765342
1081,YLR024C,0.0105199889984,0.0302268425662,2.0,3.72842237039e-07,5619.0,0.746701347466
1082,YLR071C,0.0256890987437,0.0920929969774,4.0,6.76717707243e-07,3249.0,0.739515529715
1083,YHR092C,0.141351009201,,,,1731.0,0.855961994437
1084,YDL199C,0.0443079472046,,0.0,7.12196258874e-07,2064.0,0.697518873717
1085,YHL007C,0.0448816140125,0.16384643634,4.0,1.11753839322e-06,2820.0,0.740417431201
1086,YML013C-A,0.585125476992,,,,,
1087,YER181C,0.210393378227,,,,324.0,
1088,YBR297W,0.0464062802869,,,,1407.0,0.721504817836
1089,YDL064W,0.233246232855,0.774576271187,12.0,2.17196374169e-06,474.0,0.791166755657
1090,YDL031W,0.0777631647803,0.342665047035,7.0,1.41542354263e-06,2988.0,0.767286908344
1091,YBL108W,0.0696364626659,,,,306.0,
1092,YDR046C,0.083489156023,0.328813559322,8.0,1.1900370106e-06,1815.0,0.727726093472
1093,YOR253W,0.140386235234,0.812429378532,11.0,2.18668161128e-06,531.0,0.77752783238
1094,YOR202W,0.109552036199,0.431638418079,7.0,1.86488343173e-06,663.0,0.63801940528
1095,YEL010W,0.295218268152,,,,351.0,
1096,YGL245W,0.132634829676,5.847740113,57.0,2.99387881919e-06,2127.0,0.805884569547
1097,YGR006W,0.10660137741,0.0406779661017,1.0,1.08479748291e-06,756.0,0.702714386132
1098,YGR079W,0.0154830515397,0.172598870057,3.0,1.68168870722e-06,1113.0,0.669212347407
1099,YDL119C,0.0702824675325,0.0542372881356,1.0,1.52572908973e-06,924.0,0.719497158787
1100,YKL151C,0.0992268573307,0.20395480226,3.0,1.94366089173e-06,1014.0,0.702299757956
1101,YGL198W,0.089558524173,0.243220338983,6.0,1.16687216841e-06,708.0,0.608887372879
1102,YKL104C,0.102747667483,1.03983050848,15.0,2.00190970521e-06,2154.0,0.79531327962
1103,YIL019W,0.0938871277618,0.145480225989,2.0,2.25248790293e-06,1041.0,0.720872636761
1104,YML069W,0.0960077995141,0.717514124294,8.0,2.52668726277e-06,1659.0,0.772350939788
1105,YKR019C,0.0308117375049,0.0271194101528,1.0,7.36342488737e-07,1848.0,0.693765766122
1106,YKR047W,0.568897306397,,,,306.0,
1107,YGR279C,0.239384746692,6.73870056498,48.0,4.57718631108e-06,1161.0,0.802932232077
1108,YCR073C,0.026511973337,,0.0,2.83737928291e-07,3996.0,0.721836882966
1109,YCR022C,0.133923759332,,,,345.0,
1110,YLL015W,0.0141417637918,0.0790982796125,3.0,7.22241949633e-07,4680.0,0.751840478738
1111,YFL060C,0.0797991574942,,,,669.0,0.727885188021
1112,YDR173C,0.0918509675406,0.0725988700565,2.0,1.02323015409e-06,1068.0,0.719134047251
1113,YBR208C,0.018812385841,0.0759908471991,3.0,7.16679784105e-07,5508.0,0.773191726895
1114,YCL057W,0.107248297845,0.462724935733,10.0,1.29306167095e-06,2139.0,0.740688923194
1115,YBR072W,0.276225557905,0.520071188452,4.0,4.12969565775e-06,645.0,0.774417020822
1116,YBR005W,0.108777824979,0.0310734463277,1.0,8.45544431128e-07,642.0,0.665277855244
1117,YPR123C,0.137838244514,,,,435.0,
1118,YDL173W,0.11948255187,0.436440677966,7.0,1.88349717797e-06,888.0,0.693683568671
1119,YJR047C,0.272921506201,,,,474.0,0.805429722414
1120,YMR006C,0.16845501693,0.32372881356,6.0,1.59459848305e-06,2121.0,0.762753018407
1121,YAL016W,0.121977009085,0.657062146893,10.0,1.91810676574e-06,1908.0,0.771521075421
1122,YHR011W,0.0516198223849,0.0330517811238,1.0,9.35161929004e-07,1341.0,0.70760400251
1123,YPL152W,0.0614929518021,0.0881355932204,2.0,1.1778688991e-06,1077.0,0.740621446416
1124,YLR183C,0.104628571429,0.115536723164,3.0,1.21149205257e-06,1470.0,0.734155560987
1125,YNL077W,0.0375684252735,0.0370066951044,1.0,1.0219924723e-06,1587.0,0.711043531553
1126,YBR109C,0.284060339885,2.96675047318,28.0,3.43568794125e-06,444.0,0.771145416686
1127,YBR172C,0.00684443678249,0.190683352637,4.0,1.3549658188e-06,2223.0,0.747734636576
1128,YDR346C,0.115823756235,0.963559322034,15.0,1.83229879457e-06,1446.0,0.783325461089
1129,YJL010C,0.114024442324,0.329096045198,5.0,1.81119735589e-06,2001.0,0.765558881949
1130,YPL092W,0.154290416144,0.10988700565,4.0,8.36573339975e-07,1377.0,0.710856870605
1131,YPL029W,0.0266209657551,0.0180796067686,1.0,5.65931210723e-07,2214.0,0.715395988396
1132,YHR146W,0.187237939481,0.936723163842,11.0,2.64100053511e-06,1398.0,0.751475575763
1133,YNL019C,0.0677040935673,,,,855.0,0.649967758749
1134,YGL193C,0.0656706487956,,,,312.0,0.674393600994
1135,YBR189W,0.200540829346,59.5098731603,310.0,5.86887710562e-06,588.0,0.84675990136
1136,YER085C,0.136610588645,,,,522.0,0.676728600798
1137,YJL225C,0.00288789945686,,,,5277.0,0.659187160903
1138,YKL064W,0.0210224304905,0.0649735868245,3.0,6.43730053901e-07,2910.0,0.746009697474
1139,YLR265C,0.101454642636,0.0240119777395,1.0,6.72199611167e-07,1029.0,0.750951118544
1140,YKR022C,0.0720465334459,0.0409604519774,2.0,6.04699477515e-07,969.0,0.712247029383
1141,YPL174C,0.00661832362753,0.00649735868245,1.0,2.02217907777e-07,2607.0,0.735741988739
1142,YKL122C,0.234219209957,0.52882849798,7.0,2.3454101854e-06,504.0,0.744674211512
1143,YOR070C,0.0290165764225,0.0307918302777,1.0,8.83754788003e-07,1914.0,0.709623611326
1144,YDR403W,0.0342600304723,,,,1611.0,0.761449007481
1145,YOL093W,0.120615732151,0.174576271187,2.0,2.76624353042e-06,882.0,0.676228063976
1146,YOL042W,0.0575764235764,0.0782485875707,2.0,9.74280847499e-07,1092.0,0.738115624838
1147,YIL070C,0.185122233572,0.594632768362,6.0,2.88438444236e-06,801.0,0.782467604195
1148,YCL037C,0.0759486167889,2.32853107345,20.0,3.38302918788e-06,1305.0,0.753110562363
1149,YNR071C,0.108743608093,,,,1029.0,0.750468125169
1150,YML131W,0.159426284705,0.167514124294,2.0,2.26946857768e-06,1098.0,0.782896073994
1151,YNL245C,0.190717665544,0.0539548022599,1.0,1.60309065026e-06,540.0,0.693452443096
1152,YNR024W,0.123442715929,0.143502824859,2.0,2.15688035354e-06,561.0,0.714182226578
1153,YFL013W-A,0.11114989899,,,,804.0,
1154,YPL043W,0.115457559561,0.482203389831,7.0,2.09626137895e-06,2058.0,0.76825498956
1155,YCL045C,0.16500946389,0.546060623182,12.0,1.35617508205e-06,2283.0,0.737529337171
1156,YKL002W,0.154317316582,0.257062146893,5.0,1.47540422467e-06,699.0,0.711098219434
1157,YDR328C,0.212418575499,1.17259887006,14.0,2.58725252634e-06,585.0,0.653849576886
1158,YIR009W,0.210962662338,0.148870056497,2.0,2.26490101184e-06,336.0,0.641018114321
1159,YBR154C,0.175913500748,1.83559322034,16.0,3.45275494358e-06,648.0,0.806838999274
1160,YLR001C,0.0420588854946,0.0556512895845,2.0,8.09110475797e-07,2589.0,0.723253126525
1161,YKR101W,0.0334625786585,0.0259894347298,1.0,7.30132919448e-07,1965.0,0.715848813253
1162,YER115C,0.0295449284512,0.0180796067686,2.0,2.42344221501e-07,576.0,0.706158505462
1163,YHR124W,0.0331312005404,,,,1884.0,0.744381810726
1164,YER148W,0.101562932227,0.931355932204,14.0,1.88064101404e-06,723.0,0.751179137465
1165,YCR050C,0.312471874081,,,,309.0,0.633675580684
1166,YGL033W,1.26995066339,,,,645.0,0.768429881065
1167,YOR303W,0.0158318377954,0.183333333333,6.0,8.39586256699e-07,1236.0,0.763947963812
1168,YIL087C,0.147668968163,0.0717514124294,1.0,1.97279049192e-06,474.0,0.678910054302
1169,YMR192W,0.0476566791353,0.087855589141,2.0,1.2736964069e-06,2163.0,0.742264126386
1170,YCL074W,0.077061194469,,,,927.0,
1171,YMR229C,0.0454019985987,1.09974858047,23.0,1.34190734386e-06,5190.0,0.784581293297
1172,YLL038C,0.0598385874878,0.087570621469,2.0,1.3055005331e-06,744.0,0.602269696143
1173,YOR056C,0.145992971014,0.274858757062,5.0,1.56282268656e-06,1380.0,0.72381685218
1174,YOL108C,0.249023478203,0.0745762711865,1.0,2.15019966478e-06,456.0,0.672137006482
1175,YOR270C,0.0948346761311,1.47461792706,29.0,1.45577344584e-06,2523.0,0.801202123185
1176,YPR069C,0.132619899677,4.2895480226,41.0,3.12653937804e-06,882.0,0.805356677817
1177,YOL068C,0.0381872294372,,,,1512.0,0.727647041541
1178,YMR182C,0.0868451972556,,,,636.0,0.706540872882
1179,YBR201W,0.104773727844,0.0824858757063,2.0,1.2235731296e-06,636.0,0.691433297425
1180,YLL043W,0.0311474445952,0.168366338032,5.0,9.97955878701e-07,2010.0,0.743124534868
1181,YDR415C,0.203337179798,0.145762711864,2.0,2.31275288769e-06,1125.0,0.724384249525
1182,YGL161C,0.126834512326,0.318926553673,6.0,1.5375103651e-06,933.0,0.686184758486
1183,YOL133W,0.205415300546,0.57882991045,7.0,2.55401634082e-06,366.0,0.761964642945
1184,YNL263C,0.26239687029,0.501694915255,7.0,2.07857613516e-06,945.0,0.698776126235
1185,YHR217C,0.0962343565525,,,,462.0,
1186,YDR128W,0.0160520874542,0.0257069408741,2.0,3.72669277238e-07,3447.0,0.726852760153
1187,YMR274C,0.0665015343306,0.0398305084746,1.0,1.16532581655e-06,948.0,0.705550474041
1188,YMR052W,0.116263858093,0.0593220338983,1.0,1.70537276371e-06,615.0,0.725223194169
1189,YMR294W-A,0.322285488215,,,,360.0,
1190,YKR076W,0.0673597157559,0.040395480226,1.0,1.18023340781e-06,1113.0,0.739083597033
1191,YDR225W,0.175640464798,,,,399.0,0.874150121196
1192,YDR270W,0.00606221418162,0.0658210683918,2.0,9.6871581843e-07,3015.0,0.736632258727
1193,YPR033C,0.158342335605,1.94915254237,26.0,2.34321264671e-06,1641.0,0.799478660332
1194,YGR230W,0.27847448397,0.0454802259887,1.0,1.42656610041e-06,414.0,0.679219668251
1195,YPR062W,0.248353243123,1.83847001328,14.0,4.32923924715e-06,477.0,0.713805786699
1196,YDR528W,0.0134873975605,0.0460451977401,2.0,6.0141419621e-07,1272.0,0.748004505852
1197,YER173W,0.0278404958678,0.0107347665188,1.0,3.30755889621e-07,1980.0,0.701079107564
1198,YBR026C,0.154686656592,0.359322033899,5.0,2.2284600551e-06,1143.0,0.750882725054
1199,YDL185W,0.121406603347,5.73660272889,75.0,2.16790056604e-06,3216.0,0.795660917242
1200,YBR091C,0.304752488522,0.20790960452,4.0,1.56908729886e-06,330.0,0.619264598915
1201,YNL094W,0.0337734487734,0.038701658239,3.0,3.05836828902e-07,1764.0,0.749663152593
1202,YGR047C,0.0755734508831,0.0618661544112,2.0,8.58006053636e-07,3078.0,0.740127231579
1203,YPL227C,0.104793348409,0.305084745763,7.0,1.24456610204e-06,1005.0,0.775768299802
1204,YDL010W,0.166063801811,0.134745762712,2.0,1.93586082159e-06,696.0,0.712409451339
1205,YML019W,0.0662789152789,0.197175141243,5.0,1.08520260567e-06,999.0,0.734787842152
1206,YDL045C,0.0726440627776,0.092372881356,2.0,1.48664509958e-06,921.0,0.734314228397
1207,YLR163C,0.0711311167834,0.266101694915,5.0,1.48852795225e-06,1389.0,0.767450888878
1208,YLR178C,0.245818916437,0.257062146893,4.0,1.81704909252e-06,660.0,0.676760278117
1209,YKL225W,0.280733733891,,,,348.0,
1210,YJL175W,0.109545808967,,,,513.0,
1211,YBL079W,0.0489740532403,0.14322438487,7.0,5.70984118255e-07,4509.0,0.746880809938
1212,YNL056W,0.182087715539,0.154237288136,5.0,8.5351828369e-07,594.0,0.678864162217
1213,YOR038C,0.0302661270237,0.0333342749795,1.0,9.50393544717e-07,2628.0,0.738378735111
1214,YFL001W,0.0456917025788,0.106497175141,3.0,1.01367211438e-06,1329.0,0.727362645068
1215,YKL025C,0.0717072638146,0.130794655216,3.0,1.16311650123e-06,2040.0,0.748453169403
1216,YKL170W,0.171378024853,0.287861239018,4.0,2.18570528044e-06,417.0,0.724671546524
1217,YPR157W,0.0107098333765,,0.0,5.20038527002e-07,1404.0,0.710613691139
1218,YLR384C,0.0146752413019,0.427130709907,12.0,1.0078584771e-06,4050.0,0.75812973486
1219,YDR307W,0.0507827277298,0.0895505522755,2.0,1.20659349077e-06,1989.0,0.741051323884
1220,YML099C,0.0233210195026,0.017514619057,1.0,4.67901567161e-07,2643.0,0.739237052163
1221,YLR421C,0.165082416522,1.0011299435,13.0,2.41259737758e-06,471.0,0.7549457067
1222,YLR090W,0.0410976284585,0.112429378531,3.0,1.02473558836e-06,1380.0,0.697122442005
1223,YJR064W,0.144362940237,1.59265536723,26.0,1.73140872664e-06,1689.0,0.763931261107
1224,YML022W,0.203151767677,2.1684228368,27.0,2.46590071588e-06,564.0,0.76507097854
1225,YER046W,0.23301430275,0.0245762711865,1.0,7.06475587638e-07,432.0,0.69579032988
1226,YMR029C,0.0145960367029,0.0935054662562,3.0,8.73934481952e-07,1572.0,0.745521369204
1227,YIR030C,0.158865425685,0.0370056497175,1.0,1.17939833317e-06,735.0,0.731105555228
1228,YKR050W,0.00673771422086,0.00169496313455,2.0,3.74287670905e-08,2670.0,0.667064819692
1229,YMR121C,0.188984464154,,,,615.0,0.765463191523
1230,YGL017W,0.0956122334456,0.0418090906523,1.0,1.10824937299e-06,1512.0,0.692987175927
1231,YDL150W,0.119314253648,0.206497175141,4.0,1.49438820159e-06,1269.0,0.709820075464
1232,YNL038W,0.0331860387917,0.059604519774,3.0,5.10744337911e-07,690.0,0.701281902525
1233,YHR001W-A,0.305301353965,,,,234.0,0.785887282205
1234,YOL165C,0.0400507154882,,,,432.0,0.708647332104
1235,YLR246W,0.0574502525253,0.0149721743552,1.0,3.56692760993e-07,1080.0,0.704385914993
1236,YJR119C,0.0447458286569,,0.0,7.84130286954e-07,2187.0,0.744573948905
1237,YLR359W,0.152913756614,2.10762711865,25.0,2.4892563205e-06,1449.0,0.810412342876
1238,YLR199C,0.243216006216,0.146892655367,3.0,1.51536875093e-06,831.0,0.730666984215
1239,YJL206C,0.0473921826965,,0.0,4.89921196162e-07,2277.0,0.73063040799
1240,YIL142W,0.145228058999,1.16355932203,20.0,1.78884917129e-06,1584.0,0.726029373142
1241,YNL138W,0.117022214555,1.42485875706,18.0,2.32361264141e-06,1581.0,0.778694803153
1242,YDL236W,0.172773743828,0.698870056498,8.0,2.59052394324e-06,939.0,0.757119329315
1243,YGR179C,0.0544486635396,0.0420915845081,1.0,1.06986737158e-06,1221.0,0.711765217318
1244,YJR086W,0.353373791974,0.41186440678,7.0,1.68594838181e-06,333.0,0.746897691096
1245,YBR139W,0.269839614217,0.325988700565,6.0,1.60656306684e-06,1527.0,0.734971278029
1246,YHR188C,0.125695857098,0.225712590751,7.0,8.80385994508e-07,1833.0,0.70027975959
1247,YNL116W,0.0627205863607,0.0881380829967,2.0,1.34539922321e-06,1569.0,0.714749871259
1248,YDR361C,0.123298605776,0.655084745763,8.0,2.27608141016e-06,852.0,0.765851677906
1249,YGL255W,0.0146923076923,0.0443502824859,1.0,1.25199314912e-06,1131.0,0.776579488668
1250,YFR007W,0.0968436569081,0.0477401129944,1.0,1.26472746195e-06,1062.0,0.734959309108
1251,YHR103W,0.0233272940424,0.106782677477,5.0,5.86605515936e-07,2559.0,0.727790617217
1252,YHL030W,0.0635893444882,0.204243057714,7.0,8.63183343482e-07,5607.0,0.743875114586
1253,YGL077C,0.139045193065,0.403672316384,9.0,1.30816320787e-06,1692.0,0.766115557525
1254,YPL204W,0.0890300581573,0.267514124294,6.0,1.34906206468e-06,1485.0,0.725495553112
1255,YPL251W,0.393206540654,,,,303.0,
1256,YIL009C-A,0.213021361697,,,,546.0,0.704700051488
1257,YBR302C,0.0963869803296,,,,1140.0,0.715471882766
1258,YOR091W,0.0856007487813,0.702542372882,10.0,2.01738107526e-06,1038.0,0.68947814669
1259,YGR026W,0.143669135802,0.750564971752,11.0,2.01226729e-06,837.0,0.747155824454
1260,YAL040C,0.0328637667553,0.0392666459505,2.0,5.40867968781e-07,1743.0,0.733219132984
1261,YDR288W,0.0699388955343,0.0573446327684,2.0,7.48954472929e-07,912.0,0.732489021363
1262,YGL208W,0.124104336636,0.0528248587571,1.0,1.33738270011e-06,1248.0,0.68906266485
1263,YNL284C,0.112014388467,0.257344632769,5.0,1.53712235219e-06,969.0,0.728975995474
1264,YIL164C,0.0312458585859,,,,600.0,0.676811234758
1265,YBR237W,0.0073849197861,0.0180796067686,1.0,4.67598866406e-07,2550.0,0.728540453117
1266,YBR197C,0.091380733945,0.0717514124294,2.0,9.94095362692e-07,654.0,0.648314984405
1267,YJL093C,0.00833361067321,0.0197745699031,2.0,2.84861497026e-07,2076.0,0.722185285642
1268,YDR003W,0.101317679161,0.149435028249,3.0,1.46017526907e-06,633.0,0.695493738438
1269,YOR251C,0.185048749793,0.35,5.0,2.10365722353e-06,915.0,0.734587819265
